时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018/12/6,原生,保护气球-oppo-插屏(自),"45,333","5,521",873.08,19.26,12.18%
2018/12/6,Banner,指尖飞车-华为-横幅,"10,013",92,6.29,0.63,0.92%
2018/12/6,原生,开心玻璃杯-qihoo-插屏(原),"6,082",707,33.32,5.48,11.62%
2018/12/6,Banner,线条飞跃-vivo-横幅,874,6,0.53,0.61,0.69%
2018/12/6,插屏,面条滑溜溜-好游-插屏,"2,418",71,4.79,1.98,2.94%
2018/12/6,Banner,吃鸡大英雄-百度-横幅,361,4,0.46,1.27,1.11%
2018/12/6,开屏,贪吃蛇大战2048-通用-开屏,172,5,1.23,7.15,2.91%
2018/12/6,原生,线条飞跃-vivo-开屏(原),162,17,3.1,19.14,10.49%
2018/12/6,插屏,飞刀射击-小米-插屏,175,18,1.23,7.03,10.29%
2018/12/6,原生,开心玻璃杯-应用宝-开屏(原),"5,014",110,11.96,2.39,2.19%
2018/12/6,开屏,贪吃蛇大战2048-小米-开屏,12,1,0.6,50,8.33%
2018/12/6,Banner,十字绣-联想-横幅,309,0,0.02,0.06,0.00%
2018/12/6,Banner,完美贴合-vivo-横幅,"9,430",14,2.15,0.23,0.15%
2018/12/6,Banner,开心玻璃杯-qihoo-横幅,"22,402",66,6.79,0.3,0.29%
2018/12/6,开屏,奇妙的森林-小米-开屏,11,2,0.37,33.64,18.18%
2018/12/6,插屏,球球跳一跳-联想-插屏,3,0,0.01,3.33,0.00%
2018/12/6,插屏,斗图大作战-插屏,4,1,0.01,2.5,25.00%
2018/12/6,插屏,纽扣的游戏-通用-插屏-新,0,0,0,0,0.00%
2018/12/6,Banner,全民跳一跳-努比亚-横幅,339,4,0.22,0.65,1.18%
2018/12/6,Banner,指尖飞车-联想-横幅,227,1,0.2,0.88,0.44%
2018/12/6,Banner,球球跳-联想-横幅,332,3,0.33,0.99,0.90%
2018/12/6,插屏,魅影车手-好游-插屏,133,5,0.39,2.93,3.76%
2018/12/6,原生,十字绣-4399-开屏(原),531,17,1.5,2.82,3.20%
2018/12/6,Banner,疯狂投篮-oppo-横幅,"11,611",273,17.84,1.54,2.35%
2018/12/6,插屏,保护气球-三星-插屏,"2,735",116,23.52,8.6,4.24%
2018/12/6,插屏,保护气球-中兴-插屏,391,21,2.47,6.32,5.37%
2018/12/6,Banner,开心玻璃杯-联想-横幅,"3,655",8,1.09,0.3,0.22%
2018/12/6,插屏,小飞机大战-插屏,0,0,0,0,0.00%
2018/12/6,原生,球球跳-oppo-开屏(原),344,49,8.06,23.43,14.24%
2018/12/6,原生,魅影车手-小米-插屏(原),0,0,0,0,0.00%
2018/12/6,开屏,十字绣-小米-开屏,169,10,1.18,6.98,5.92%
2018/12/6,原生,掘地登山-小米-开屏(原),2,2,0.3,150,100.00%
2018/12/6,插屏,寻光4399-插屏,40,0,0.02,0.5,0.00%
2018/12/6,原生,面条滑溜溜-oppo-开屏(原),234,16,2.8,11.97,6.84%
2018/12/6,原生,开心玻璃杯-wifi2-开屏(原),7,0,0.01,1.43,0.00%
2018/12/6,原生,纽扣的游戏-4399-插屏(原),218,44,8.68,39.82,20.18%
2018/12/6,原生,滚动的球球-小米-开屏(原),12,2,0.58,48.33,16.67%
2018/12/6,插屏,红心大战接龙-vivo-插屏,835,23,3.39,4.06,2.75%
2018/12/6,开屏,疯狂投篮-好游快爆-开屏,28,2,0.51,18.21,7.14%
2018/12/6,开屏,六角拼拼-联想-开屏,82,2,0.26,3.17,2.44%
2018/12/6,Banner,魅影车手-小米-横幅,15,0,0,0,0.00%
2018/12/6,原生,吃鸡大英雄-百度-开屏(原),108,4,0.75,6.94,3.70%
2018/12/6,开屏,飞刀射击-联想-开屏,8,0,0.01,1.25,0.00%
2018/12/6,原生,保护气球-vivo-插屏(原),"6,590","1,532",227.32,34.49,23.25%
2018/12/6,开屏,地表最强音-oppo-开屏,21,4,0.3,14.29,19.05%
2018/12/6,原生,八分音符酱-小米-开屏（原）,242,26,3.78,15.62,10.74%
2018/12/6,Banner,疯狂投篮-好游快爆-横幅,117,0,0.04,0.34,0.00%
2018/12/6,开屏,纽扣的游戏-金立游戏-开屏,245,30,2.97,12.12,12.24%
2018/12/6,插屏,完美贴合-qihoo-插屏,183,12,0.8,4.37,6.56%
2018/12/6,Banner,开心玻璃杯-好游快爆-横幅,203,3,0.53,2.61,1.48%
2018/12/6,Banner,十字绣-4399-横幅,"7,993",21,2.32,0.29,0.26%
2018/12/6,插屏,六角拼拼-小米-激励插屏,0,0,0,0,0.00%
2018/12/6,开屏,十字绣-qihoo-开屏,98,0,0.04,0.41,0.00%
2018/12/6,原生,指尖飞车-oppo-开屏(原),998,65,5.4,5.41,6.51%
2018/12/6,开屏,贪吃蛇大战2048-三星-开屏,88,9,2.05,23.3,10.23%
2018/12/6,插屏,寻光-联想-插屏,7,0,0.01,1.43,0.00%
2018/12/6,Banner,保护气球-联想-横幅,757,7,1.3,1.72,0.92%
2018/12/6,Banner,指尖飞车-oppo-横幅,"5,151",29,2.36,0.46,0.56%
2018/12/6,Banner,吃鸡大英雄-vivo-横幅,"6,044",56,6.22,1.03,0.93%
2018/12/6,Banner,欢乐球球-4399-横幅,297,2,0.26,0.88,0.67%
2018/12/6,插屏,球球大战方块-好游-插屏,7,1,0.01,1.43,14.29%
2018/12/6,开屏,六角拼拼-金立游戏-开屏,25,1,0.02,0.8,4.00%
2018/12/6,Banner,球球大战方块-联想-横幅,116,2,0.63,5.43,1.72%
2018/12/6,插屏,面条滑溜溜-oppo-插屏,10,2,0.19,19,20.00%
2018/12/6,原生,八分音符酱-4399-退出广告-自,32,0,0.06,1.88,0.00%
2018/12/6,插屏,地表最强音-oppo-插屏,51,1,0.05,0.98,1.96%
2018/12/6,插屏,全民跳一跳-4399-插屏,41,0,0.02,0.49,0.00%
2018/12/6,原生,贪吃蛇大战2048-vivo-插屏(原),384,63,10.69,27.84,16.41%
2018/12/6,开屏,面条滑溜溜-oppo-开屏,0,0,0,0,0.00%
2018/12/6,插屏,玩转羽毛球-通用-插屏,0,0,0,0,0.00%
2018/12/6,Banner,掘地登山-联想-横幅,24,0,0,0,0.00%
2018/12/6,开屏,贪吃蛇大战2048-oppo-开屏,153,22,2.91,19.02,14.38%
2018/12/6,开屏,完美贴合-vivo-开屏,8,0,0,0,0.00%
2018/12/6,原生,保护气球-vivo-开屏(原),"4,643",342,60.18,12.96,7.37%
2018/12/6,原生,疯狂投篮-qihoo-开屏(原),65,7,0.86,13.23,10.77%
2018/12/6,Banner,纽扣的游戏-oppo-横幅,"1,446",31,2.34,1.62,2.14%
2018/12/6,插屏,吃鸡大英雄-小米-插屏,55,3,0.22,4,5.45%
2018/12/6,开屏,奇妙的森林-联想-开屏,1,1,0.18,180,100.00%
2018/12/6,原生,粘住火柴蜘蛛人-vivo-插屏(原),1,0,0,0,0.00%
2018/12/6,插屏,指尖陀螺-努比亚-插屏,5,0,0,0,0.00%
2018/12/6,Banner,贪吃大作战-华为-横幅,"163,062",869,62.87,0.39,0.53%
2018/12/6,原生,纽扣的游戏-华为-插屏(原),69,19,1.48,21.45,27.54%
2018/12/6,插屏,寻光-金立游戏-插屏,0,0,0,0,0.00%
2018/12/6,插屏,滚动的球球-联想-插屏,221,7,0.85,3.85,3.17%
2018/12/6,原生,芝士就是力量-oppo-插屏(原),"9,779",936,66.67,6.82,9.57%
2018/12/6,Banner,老板锁屏-横幅,"25,663",126,19.3,0.75,0.49%
2018/12/6,Banner,完美贴合-小米-横幅,379,0,0.07,0.18,0.00%
2018/12/6,原生,纽扣的游戏-小米-开屏(原),73,9,0.89,12.19,12.33%
2018/12/6,Banner,线条飞跃-qihoo-横幅,733,4,0.45,0.61,0.55%
2018/12/6,原生,开心玻璃杯-应用宝-插屏(原),"17,201",790,54.1,3.15,4.59%
2018/12/6,原生,疯狂投篮-qihoo-插屏(原),156,32,2.81,18.01,20.51%
2018/12/6,插屏,贪吃蛇大战2048-小米-插屏,22,1,0.01,0.45,4.55%
2018/12/6,开屏,开心玻璃杯-好游快爆-开屏,55,4,0.5,9.09,7.27%
2018/12/6,插屏,全民跳一跳-oppo-插屏,"2,596",136,8.4,3.24,5.24%
2018/12/6,Banner,开心玻璃杯-应用宝-横幅,"34,538",36,4.89,0.14,0.10%
2018/12/6,插屏,十字绣-小米-激励插屏,0,0,0,0,0.00%
2018/12/6,原生,开心玻璃杯-中兴-插屏(原),"8,609",681,25.8,3,7.91%
2018/12/6,开屏,红心大战接龙-联想-开屏,74,4,1.15,15.54,5.41%
2018/12/6,原生,皮皮虾我们走-百度-退出广告-自,0,0,0,0,0.00%
2018/12/6,插屏,寻光-百度-插屏,104,3,0.31,2.98,2.88%
2018/12/6,插屏,红心大战接龙-小米-插屏,"1,840",68,6.23,3.39,3.70%
2018/12/6,原生,线条飞跃-4399-开屏(原),197,13,2.21,11.22,6.60%
2018/12/6,原生,粘住火柴蜘蛛人-小米-插屏(原),295,34,4.54,15.39,11.53%
2018/12/6,开屏,一球爆破-vivo-开屏,101,10,2.21,21.88,9.90%
2018/12/6,Banner,红心大战接龙-4399-横幅1,"5,749",14,1.07,0.19,0.24%
2018/12/6,原生,完美贴合-vivo-插屏(原),"4,418",466,74.51,16.87,10.55%
2018/12/6,开屏,保护气球-金立游戏-开屏,180,6,0.8,4.44,3.33%
2018/12/6,Banner,八分音符酱-酷派-横幅,58,0,0,0,0.00%
2018/12/6,插屏,贪吃大作战-三星-插屏,"35,752","1,937",379.39,10.61,5.42%
2018/12/6,Banner,开心玻璃杯-oppo-横幅,"5,044",16,0.92,0.18,0.32%
2018/12/6,开屏,八分音符酱-vivo-开屏,16,3,0.52,32.5,18.75%
2018/12/6,原生,指尖飞车-taptap-插屏(原),213,26,3.1,14.55,12.21%
2018/12/6,Banner,指尖飞车-小米-横幅,70,0,0.01,0.14,0.00%
2018/12/6,插屏,欢乐打豆豆-通用-插屏-激励,0,0,0,0,0.00%
2018/12/6,开屏,贪吃大作战-三星-开屏,"13,123",466,93.01,7.09,3.55%
2018/12/6,Banner,粘住火柴蜘蛛人-小米-横幅,360,0,0.03,0.08,0.00%
2018/12/6,原生,纽扣的游戏-华为-开屏(原),740,104,8.3,11.22,14.05%
2018/12/6,插屏,保护气球-4399-插屏,95,5,0.14,1.47,5.26%
2018/12/6,插屏,寻光-应用宝-插屏,106,4,0.29,2.74,3.77%
2018/12/6,原生,欢乐打豆豆-qihoo-开屏(原),22,0,0.01,0.45,0.00%
2018/12/6,原生,飞刀射击-oppo-开屏(原),550,58,3.88,7.05,10.55%
2018/12/6,开屏,八分音符酱-百度-开屏,243,18,2.03,8.35,7.41%
2018/12/6,Banner,开心玻璃杯-wifi-横幅,612,2,0.21,0.34,0.33%
2018/12/6,开屏,跳弹4399-开屏,2,0,0,0,0.00%
2018/12/6,开屏,球球跳一跳-联想-开屏,2,0,0,0,0.00%
2018/12/6,插屏,保护气球-taptap-插屏,72,5,0.69,9.58,6.94%
2018/12/6,Banner,纽扣的游戏-华为-横幅,"9,562",119,7.41,0.77,1.24%
2018/12/6,开屏,欢乐打豆豆-oppo-开屏,"2,536",196,33.29,13.13,7.73%
2018/12/6,Banner,指尖陀螺-vivo-横幅,"1,014",22,1.99,1.96,2.17%
2018/12/6,Banner,粘住火柴蜘蛛人-中兴-横幅,"2,252",5,0.4,0.18,0.22%
2018/12/6,插屏,线条飞跃-小米-插屏,71,2,0.24,3.38,2.82%
2018/12/6,开屏,欢乐球球-4399-开屏,44,1,0.17,3.86,2.27%
2018/12/6,原生,开心玻璃杯-vivo-插屏（1）,"11,539","1,079",156.01,13.52,9.35%
2018/12/6,插屏,面条滑溜溜-qihoo-插屏,211,9,0.29,1.37,4.27%
2018/12/6,插屏,十字绣-oppo-激励插屏,0,0,0,0,0.00%
2018/12/6,插屏,八分音符-纽扣助手-插屏,54,0,0.04,0.74,0.00%
2018/12/6,原生,芝士就是力量-qihoo-开屏(原),10,1,0.01,1,10.00%
2018/12/6,Banner,十字绣hj-hj-横幅,6,0,0,0,0.00%
2018/12/6,原生,粘住火柴蜘蛛人-中兴-插屏(原),586,82,8.75,14.93,13.99%
2018/12/6,插屏,八分音符酱-魅族-插屏-新,10,0,0,0,0.00%
2018/12/6,插屏,纽扣的游戏-联想-插屏,44,3,0.19,4.32,6.82%
2018/12/6,插屏,纽扣的游戏-九游-插屏,0,0,0,0,0.00%
2018/12/6,插屏,纽扣的游戏-vivo-插屏,33,9,1.85,56.06,27.27%
2018/12/6,原生,指尖飞车-4399-开屏(原),"3,795",225,41.08,10.82,5.93%
2018/12/6,插屏,贪吃蛇大战2048hj-hj-插屏,0,0,0,0,0.00%
2018/12/6,插屏,保护气球-金立游戏-插屏,539,17,1.15,2.13,3.15%
2018/12/6,插屏,完美贴合-vivo-插屏,13,0,0,0,0.00%
2018/12/6,开屏,指尖陀螺-小米-开屏,76,6,1.18,15.53,7.89%
2018/12/6,插屏,十字绣-qihoo-插屏,67,5,0.33,4.93,7.46%
2018/12/6,开屏,面条滑溜溜-好游-开屏,137,10,0.87,6.35,7.30%
2018/12/6,原生,保护气球-4399-插屏(原),"2,486",345,86.13,34.65,13.88%
2018/12/6,开屏,完美贴合-小米-开屏,6,1,0.01,1.67,16.67%
2018/12/6,Banner,指尖陀螺-小米-横幅,261,4,0.17,0.65,1.53%
2018/12/6,插屏,飞刀射击-联想-插屏,25,2,0.03,1.2,8.00%
2018/12/6,插屏,全民跳一跳-努比亚-插屏,334,13,1.15,3.44,3.89%
2018/12/6,开屏,线条飞跃-qihoo-开屏,51,6,0.64,12.55,11.76%
2018/12/6,开屏,地表最强音-应用宝-开屏,2,0,0,0,0.00%
2018/12/6,插屏,开心玻璃杯-好游快爆-插屏,59,2,0.03,0.51,3.39%
2018/12/6,Banner,面条滑溜溜-好游-横幅,"2,485",3,0.32,0.13,0.12%
2018/12/6,原生,贪吃大作战-华为-开屏(原),"11,713",942,67.26,5.74,8.04%
2018/12/6,开屏,一球爆破-小米-开屏,5,0,0.01,2,0.00%
2018/12/6,Banner,六角拼拼-金立游戏-横幅,"1,642",1,0.15,0.09,0.06%
2018/12/6,开屏,十字绣-4399-开屏,48,4,0.56,11.67,8.33%
2018/12/6,开屏,滚动的球球-联想-开屏,56,10,1.31,23.39,17.86%
2018/12/6,原生,球球跳一跳-qihoo-插屏(原),44,5,1.1,25,11.36%
2018/12/6,Banner,跳弹4399-横幅,60,0,0,0,0.00%
2018/12/6,原生,十字绣-oppo-开屏（自）,"1,044",69,14.16,13.56,6.61%
2018/12/6,Banner,红心大战接龙-vivo-横幅,"28,249",68,9.86,0.35,0.24%
2018/12/6,Banner,地表最强音-oppo-横幅,7,0,0.01,1.43,0.00%
2018/12/6,Banner,保护气球-金立游戏-横幅,681,1,0.1,0.15,0.15%
2018/12/6,Banner,吃鸡大英雄-好游-横幅,229,4,0.15,0.66,1.75%
2018/12/6,插屏,飞刀射击-4399-插屏,48,3,0.04,0.83,6.25%
2018/12/6,插屏,欢乐打豆豆-oppo-激励插屏,0,0,0,0,0.00%
2018/12/6,开屏,球球跳-联想-开屏,75,7,1.02,13.6,9.33%
2018/12/6,原生,面条滑溜溜-vivo-插屏(原生),"2,432",468,64.73,26.62,19.24%
2018/12/6,开屏,疯狂投篮4399-开屏,114,9,1.26,11.05,7.89%
2018/12/6,原生,面条滑溜溜-vivo-插屏(原),58,12,1.05,18.1,20.69%
2018/12/6,原生,欢乐打豆豆-qihoo-插屏(原),22,6,0.5,22.73,27.27%
2018/12/6,Banner,滑稽大冒险-横幅,247,2,0.13,0.53,0.81%
2018/12/6,原生,芝士就是力量-好游-插屏（原）,451,44,1.71,3.79,9.76%
2018/12/6,开屏,吃鸡大英雄-tap-开屏,611,17,1.58,2.59,2.78%
2018/12/6,原生,保护气球-qihoo-开屏(原),"1,039",70,6.52,6.28,6.74%
2018/12/6,Banner,贪吃蛇大战2048-oppo-横幅(原),"2,624",17,1.38,0.53,0.65%
2018/12/6,原生,面条滑溜溜-oppo-插屏(原生),714,120,19.44,27.23,16.81%
2018/12/6,Banner,英雄难过棍子关-百度-横幅,26,0,0,0,0.00%
2018/12/6,原生,贪吃蛇大战2048-oppo-插屏(原),"1,148",235,13.32,11.6,20.47%
2018/12/6,Banner,皮皮虾我们走-taptap-横幅,15,1,0.16,10.67,6.67%
2018/12/6,插屏,八分音符酱-百度-插屏,3,0,0,0,0.00%
2018/12/6,Banner,滚动的球球-联想-横幅,187,0,0.01,0.05,0.00%
2018/12/6,Banner,开心玻璃杯-vivo-横幅,"25,514",51,8.97,0.35,0.20%
2018/12/6,原生,贪吃蛇大战2048-qihoo-插屏1,137,17,2.01,14.67,12.41%
2018/12/6,开屏,球球跳-oppo-开屏,17,0,0.01,0.59,0.00%
2018/12/6,开屏,保护气球-oppo-开屏,62,9,2.24,36.13,14.52%
2018/12/6,开屏,十字绣-金立游戏-开屏,93,6,0.79,8.49,6.45%
2018/12/6,Banner,完美贴合-4399-横幅,244,0,0,0,0.00%
2018/12/6,插屏,全民跳一跳-小米-插屏,19,1,0.21,11.05,5.26%
2018/12/6,原生,滚动的球球-oppo-插屏(原),"2,010",370,17.82,8.87,18.41%
2018/12/6,插屏,指尖陀螺-oppo-插屏,"15,056",786,61.21,4.07,5.22%
2018/12/6,Banner,纽扣的游戏-vivo-横幅,877,8,0.93,1.06,0.91%
2018/12/6,插屏,疯狂投篮-vivo-插屏,"2,185",79,8.51,3.89,3.62%
2018/12/6,开屏,掘地登山-联想-开屏,41,2,1.06,25.85,4.88%
2018/12/6,插屏,球球跳一跳-好游-插屏,12,0,0.01,0.83,0.00%
2018/12/6,Banner,疯狂投篮4399-横,750,16,2.14,2.85,2.13%
2018/12/6,插屏,一球爆破-联想-插屏,1,0,0,0,0.00%
2018/12/6,开屏,全民跳跳跳-taptap-开屏,2,0,0,0,0.00%
2018/12/6,Banner,一球爆破-oppo-横幅,"2,276",11,1.9,0.83,0.48%
2018/12/6,插屏,疯狂投篮-联想-插屏,3,0,0,0,0.00%
2018/12/6,开屏,欢乐球球-小米-开屏,86,5,0.55,6.4,5.81%
2018/12/6,Banner,保护气球-华为-横幅,"10,756",111,8.37,0.78,1.03%
2018/12/6,原生,指尖陀螺-qihoo-开屏(原),51,10,1.13,22.16,19.61%
2018/12/6,Banner,吃鸡大英雄-4399-横幅,554,5,0.98,1.77,0.90%
2018/12/6,Banner,面条滑溜溜-4399-横幅,"1,622",5,0.54,0.33,0.31%
2018/12/6,开屏,完美贴合-qihoo-开屏,44,4,0.18,4.09,9.09%
2018/12/6,开屏,六角拼拼-oppo-开屏,332,16,2.47,7.44,4.82%
2018/12/6,Banner,羽毛球大乱斗-banner,252,4,0.39,1.55,1.59%
2018/12/6,开屏,全民跳一跳-小米-开屏,13,4,0.26,20,30.77%
2018/12/6,开屏,面条滑溜溜-小米-开屏,4,2,0.06,15,50.00%
2018/12/6,插屏,八分音符酱-努比亚-插屏,36,3,0.28,7.78,8.33%
2018/12/6,开屏,红心大战接龙-oppo-开屏,"10,241",481,64.11,6.26,4.70%
2018/12/6,Banner,全民跳一跳4399-横幅,43,3,0.44,10.23,6.98%
2018/12/6,Banner,疯狂投篮-联想-横幅,3,0,0,0,0.00%
2018/12/6,Banner,球球跳一跳-小米-横幅,62,0,0.02,0.32,0.00%
2018/12/6,原生,红心大战接龙-vivo-插屏(原),"2,738",321,59.28,21.65,11.72%
2018/12/6,开屏,保护气球-vivo-开屏,89,5,0.72,8.09,5.62%
2018/12/6,插屏,贪吃蛇大战2048-oppo-插屏-激励,0,0,0,0,0.00%
2018/12/6,开屏,飞刀射击-金立-开屏,17,2,0.28,16.47,11.76%
2018/12/6,Banner,面条滑溜溜-百度-横幅,27,0,0,0,0.00%
2018/12/6,原生,粘住火柴蜘蛛人-小米-开屏(原),163,17,1.15,7.06,10.43%
2018/12/6,Banner,芝士就是力量-qihoo-横幅,32,1,0.11,3.44,3.13%
2018/12/6,Banner,六角拼拼-vivo-横幅,"13,871",64,11.34,0.82,0.46%
2018/12/6,开屏,十字绣-联想-激励开屏,41,2,0.39,9.51,4.88%
2018/12/6,原生,球球跳一跳-qihoo-开屏(原),11,0,0.01,0.91,0.00%
2018/12/6,原生,粘住火柴蜘蛛人-vivo-开屏(原),1,0,0,0,0.00%
2018/12/6,开屏,十字绣-小米-激励开屏,68,1,0.34,5,1.47%
2018/12/6,插屏,面条滑溜溜-百度-插屏,30,5,0.71,23.67,16.67%
2018/12/6,插屏,面条滑溜溜-小米-插屏,10,2,0.3,30,20.00%
2018/12/6,插屏,十字绣hj-hj-插屏,0,0,0,0,0.00%
2018/12/6,插屏,奇妙的森林-oppo-插屏,89,1,0.31,3.48,1.12%
2018/12/6,插屏,欢乐打豆豆-oppo-插屏,"11,338",365,26.63,2.35,3.22%
2018/12/6,开屏,欢乐打豆豆-应用宝-开屏,161,9,0.8,4.97,5.59%
2018/12/6,插屏,奇妙的森林-金立游戏-插屏,0,0,0,0,0.00%
2018/12/6,原生,红心大战接龙-vivo-开屏(原),"1,936",76,12.39,6.4,3.93%
2018/12/6,开屏,八分音符酱-OPPO-开屏,45,3,0.29,6.44,6.67%
2018/12/6,插屏,疯狂投篮-好游快爆-插屏,111,4,0.31,2.79,3.60%
2018/12/6,Banner,保护气球-oppo-横幅,"29,853",245,19.94,0.67,0.82%
2018/12/6,原生,纽扣的游戏-vivo-插屏(原),736,212,36.89,50.12,28.80%
2018/12/6,原生,芝士就是力量-oppo-开屏(原),"6,227",215,16.74,2.69,3.45%
2018/12/6,插屏,欢乐球球-tap-插屏,55,6,0.55,10,10.91%
2018/12/6,原生,保护气球-好游-开屏(原),46,3,0.63,13.7,6.52%
2018/12/6,原生,保护气球-小米-插屏(原),"1,631",201,9.5,5.82,12.32%
2018/12/6,插屏,保护气球-qihoo-插屏,21,1,0.01,0.48,4.76%
2018/12/6,开屏,保护气球-联想-开屏,234,12,2.47,10.56,5.13%
2018/12/6,原生,完美贴合-vivo-开屏(原),"1,447",77,12.92,8.93,5.32%
2018/12/6,Banner,八分音符酱-百度-横幅,400,1,0.11,0.28,0.25%
2018/12/6,插屏,贪吃蛇大战2048-金立游戏-插屏,19,1,0.01,0.53,5.26%
2018/12/6,原生,完美贴合-oppo-插屏(原),"1,783",128,11.46,6.43,7.18%
2018/12/6,开屏,魅影车手-好游-开屏,11,3,0.62,56.36,27.27%
2018/12/6,原生,宝宝爱洗手-oppo=开屏(原),2,0,0,0,0.00%
2018/12/6,Banner,吃鸡大英雄-tap-横幅,397,5,0.52,1.31,1.26%
2018/12/6,插屏,滑稽大冒险-插屏,249,8,1.16,4.66,3.21%
2018/12/6,Banner,保护气球-vivo-横幅,"14,969",72,10.58,0.71,0.48%
2018/12/6,开屏,指尖飞车-华为-开屏,12,1,0.08,6.67,8.33%
2018/12/6,原生,开心玻璃杯-小米-开屏(原),"1,334",43,6.27,4.7,3.22%
2018/12/6,原生,保护气球-华为-插屏(原),"4,535",751,38.94,8.59,16.56%
2018/12/6,原生,面条滑溜溜-小米-插屏(原),212,25,2.17,10.24,11.79%
2018/12/6,开屏,十字绣-联想-开屏,38,3,0.21,5.53,7.89%
2018/12/6,原生,芝士就是力量-好游-开屏（原）,355,7,0.74,2.08,1.97%
2018/12/6,开屏,全民跳一跳-努比亚-开屏,61,5,0.44,7.21,8.20%
2018/12/6,开屏,保护气球-三星-开屏,317,28,2.67,8.42,8.83%
2018/12/6,开屏,指尖陀螺-vivo-开屏,305,30,4.13,13.54,9.84%
2018/12/6,插屏,线条飞跃-联想-插屏,8,0,0,0,0.00%
2018/12/6,插屏,开心玻璃杯-vivo-插屏,"1,190",70,8.33,7,5.88%
2018/12/6,原生,快乐玻璃杯-百度-插屏(原),"2,235",115,15.21,6.81,5.15%
2018/12/6,Banner,全民跳跳跳-taptap-横幅,65,0,0,0,0.00%
2018/12/6,开屏,指尖飞车-qihoo-开屏,23,5,0.76,33.04,21.74%
2018/12/6,原生,开心玻璃杯-oppo-开屏（自）,"1,753",56,5.7,3.25,3.19%
2018/12/6,开屏,吃鸡大英雄-vivo-开屏,22,3,0.15,6.82,13.64%
2018/12/6,Banner,最强大脑-4399-banner,22,0,0,0,0.00%
2018/12/6,插屏,纽扣的游戏-金立游戏-插屏,"1,292",74,5.09,3.94,5.73%
2018/12/6,原生,指尖飞车-华为-开屏(原),"1,978",178,7.61,3.85,9.00%
2018/12/6,原生,贪吃蛇大战2048-4399-开屏(原),19,4,0.66,34.74,21.05%
2018/12/6,原生,贪吃蛇大战2048-oppo-开屏(原),500,77,7.97,15.94,15.40%
2018/12/6,开屏,指尖飞车-三星-开屏,485,29,4.94,10.19,5.98%
2018/12/6,插屏,十字绣-oppo-插屏,29,4,0.34,11.72,13.79%
2018/12/6,开屏,指尖飞车-应用宝-开屏,52,8,1.06,20.38,15.38%
2018/12/6,原生,芝士就是力量-小米-插屏(原),578,33,2.98,5.16,5.71%
2018/12/6,原生,开心玻璃杯-oppo-插屏(原生),"7,965",636,60.63,7.61,7.98%
2018/12/6,原生,指尖飞车-qihoo-插屏(原),190,31,5.05,26.58,16.32%
2018/12/6,Banner,线条飞跃-4399-横幅,"1,335",10,0.71,0.53,0.75%
2018/12/6,原生,掘地登山-4399-插屏（原）,598,105,18.3,30.6,17.56%
2018/12/6,插屏,假游戏2-插屏,114,5,0.88,7.72,4.39%
2018/12/6,开屏,一球爆破-联想-开屏,3,0,0,0,0.00%
2018/12/6,Banner,六角拼拼-酷派-横幅,248,0,0,0,0.00%
2018/12/6,插屏,十字绣-4399-插屏,88,7,0.48,5.45,7.95%
2018/12/6,Banner,六角拼拼-联想-横幅,412,4,0.37,0.9,0.97%
2018/12/6,原生,保护气球-qihoo-插屏(原),"2,177",358,16.75,7.69,16.44%
2018/12/6,开屏,飞刀射击-4399-开屏,28,1,0.2,7.14,3.57%
2018/12/6,原生,八分音符酱-4399-插屏(原),239,46,6.06,25.36,19.25%
2018/12/6,Banner,皮皮虾我们走-联想-横幅,19,3,0.19,10,15.79%
2018/12/6,Banner,线条飞跃-好游-横幅,173,0,0.01,0.06,0.00%
2018/12/6,插屏,保护气球-联想-插屏,533,20,2.51,4.71,3.75%
2018/12/6,开屏,保护气球-4399-开屏,27,3,0.47,17.41,11.11%
2018/12/6,开屏,指尖飞车-联想-开屏,100,8,1,10,8.00%
2018/12/6,Banner,滚动的球球-oppo-横幅,"2,125",2,0.12,0.06,0.09%
2018/12/6,开屏,一球爆破-好游-开屏,40,2,0.33,8.25,5.00%
2018/12/6,原生,八分音符酱-4399-开屏(原),122,8,1.02,8.36,6.56%
2018/12/6,开屏,球球跳-vivo-开屏,387,42,5.73,14.81,10.85%
2018/12/6,原生,面条滑溜溜-4399-开屏(原),236,14,1.54,6.53,5.93%
2018/12/6,Banner,纽扣的游戏-小米-横幅,"1,007",9,0.65,0.65,0.89%
2018/12/6,原生,吃鸡大英雄-oppo-插屏(原),20,6,0.69,34.5,30.00%
2018/12/6,Banner,疯狂投篮-qihoo-横幅,630,10,1.14,1.81,1.59%
2018/12/6,原生,指尖飞车-4399-插屏(原),"4,930",935,149.86,30.4,18.97%
2018/12/6,Banner,吃鸡大英雄-oppo-横幅,"5,174",87,5.05,0.98,1.68%
2018/12/6,插屏,完美贴合-小米-插屏,40,2,0.02,0.5,5.00%
2018/12/6,Banner,粘住火柴蜘蛛人-oppo-横幅,18,0,0,0,0.00%
2018/12/6,原生,保护气球-小米-开屏(原),"1,128",59,5,4.43,5.23%
2018/12/6,开屏,吃鸡大英雄-小米-开屏,26,1,0.21,8.08,3.85%
2018/12/6,Banner,贪吃蛇大战2048-oppo-横幅,691,4,0.67,0.97,0.58%
