时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018/12/1,原生,保护气球-taptap-插屏(原),"1,175",105,17.27,14.7,8.94%
2018/12/1,Banner,奇妙的森林-oppo-横幅,266,0,0.02,0.08,0.00%
2018/12/1,插屏,球球跳-vivo-插屏,"1,936",111,9.93,5.13,5.73%
2018/12/1,开屏,纽扣的游戏4399-开屏,23,1,0.08,3.48,4.35%
2018/12/1,Banner,指尖飞车-taptap-横幅,"1,199",10,0.97,0.81,0.83%
2018/12/1,开屏,i6066-开屏,2,0,0.03,15,0.00%
2018/12/1,开屏,六角拼拼-小米-开屏,278,12,1.79,6.44,4.32%
2018/12/1,原生,指尖飞车-小米-插屏(原),351,46,3.07,8.75,13.11%
2018/12/1,原生,滚动的球球-4399-开屏(原),19,1,0.09,4.74,5.26%
2018/12/1,开屏,球球大战方块-小米-开屏,13,0,0.01,0.77,0.00%
2018/12/1,原生,芝士就是力量-qihoo-插屏(原),100,21,1.77,17.7,21.00%
2018/12/1,原生,八分音符酱-vivo-插屏(原),"7,680","1,609",238.99,31.12,20.95%
2018/12/1,开屏,疯狂投篮-小米-开屏,204,27,2.09,10.25,13.24%
2018/12/1,Banner,线条飞跃-oppo-横幅,"2,517",11,1.29,0.51,0.44%
2018/12/1,开屏,全民跳一跳-酷派-开屏,12,2,0.15,12.5,16.67%
2018/12/1,原生,线条飞跃-oppo-插屏(原),961,242,29.3,30.49,25.18%
2018/12/1,插屏,贪吃蛇大战2048-应用宝-激励插屏,0,0,0,0,0.00%
2018/12/1,Banner,贪吃蛇大战2048-九游-横幅,13,0,0,0,0.00%
2018/12/1,插屏,红心大战接龙-联想-插屏,86,2,0.15,1.74,2.33%
2018/12/1,插屏,疯狂投篮-应用宝-插屏,631,23,1.9,3.01,3.65%
2018/12/1,原生,英雄难过棍子关-百度-插屏(原),46,11,1.58,34.35,23.91%
2018/12/1,开屏,贪吃蛇大战20484399-开屏,9,1,0.08,8.89,11.11%
2018/12/1,Banner,纽扣的游戏-金立游戏-横幅,"4,799",32,2.99,0.62,0.67%
2018/12/1,插屏,八分音符酱-阿里云-插屏,0,0,0,0,0.00%
2018/12/1,开屏,吃鸡大英雄-联想-开屏,15,1,0.15,10,6.67%
2018/12/1,原生,芝士就是力量-百度-插屏(原),0,0,0,0,0.00%
2018/12/1,Banner,全民跳一跳-小米-横幅,92,4,0.62,6.74,4.35%
2018/12/1,原生,飞刀射击-qihoo-开屏(原),126,22,1.83,14.52,17.46%
2018/12/1,插屏,指尖陀螺-联想-插屏,20,0,0.01,0.5,0.00%
2018/12/1,插屏,红心大战接龙-4399-插屏1,"1,707",43,3.1,1.82,2.52%
2018/12/1,插屏,欢乐打豆豆-通用-插屏,717,40,2.94,4.1,5.58%
2018/12/1,插屏,开心玻璃杯-联想-插屏,"6,316",382,67.14,10.63,6.05%
2018/12/1,开屏,纽扣的游戏-oppo-开屏,"2,847",406,31.07,10.91,14.26%
2018/12/1,开屏,保护气球-中兴-开屏,305,16,2.36,7.74,5.25%
2018/12/1,开屏,疯狂投篮-三星-开屏,389,52,10.25,26.35,13.37%
2018/12/1,原生,球球大战方块-4399-开屏(原),5,0,0,0,0.00%
2018/12/1,原生,指尖飞车-taptap-开屏(原),419,29,2.61,6.23,6.92%
2018/12/1,Banner,保护气球-好游-横幅,738,3,0.3,0.41,0.41%
2018/12/1,插屏,指尖飞车-三星-插屏,"4,550",206,20.7,4.55,4.53%
2018/12/1,插屏,欢乐打豆豆-联想-插屏,0,0,0,0,0.00%
2018/12/1,Banner,八分音符酱-联想-横幅,1,0,0,0,0.00%
2018/12/1,开屏,开心玻璃杯-联想-开屏,"3,649",181,51.06,13.99,4.96%
2018/12/1,插屏,八分音符酱-阿里云-插屏-激励,0,0,0,0,0.00%
2018/12/1,插屏,十字绣-三星-插屏,"1,444",114,2.94,2.04,7.89%
2018/12/1,Banner,指尖飞车-qihoo-横幅,"1,850",21,1.58,0.85,1.14%
2018/12/1,原生,指尖飞车-oppo-插屏(原),"13,257","3,643",180.26,13.6,27.48%
2018/12/1,开屏,飞刀射击-小米-开屏,317,15,3.4,10.73,4.73%
2018/12/1,插屏,保护气球-小米-插屏,454,14,0.72,1.59,3.08%
2018/12/1,Banner,球球跳一跳-好游-横幅,44,4,0.29,6.59,9.09%
2018/12/1,Banner,完美贴合-qihoo-横幅,"2,903",15,1.2,0.41,0.52%
2018/12/1,插屏,八分音符酱-贯中-插屏,12,0,0,0,0.00%
2018/12/1,开屏,贪吃蛇大战2048-联想-开屏,205,27,3.93,19.17,13.17%
2018/12/1,原生,线条飞跃-4399-插屏(原),931,162,27.17,29.18,17.40%
2018/12/1,原生,八分音符酱-oppo-开屏(原),"9,262","1,176",111.69,12.06,12.70%
2018/12/1,原生,指尖飞车-vivo-开屏(原),55,6,1.6,29.09,10.91%
2018/12/1,插屏,保护气球-vivo-插屏,598,37,4.35,7.27,6.19%
2018/12/1,插屏,八分音符酱-九游-插屏,0,0,0,0,0.00%
2018/12/1,Banner,飞刀射击-联想-横幅,223,6,0.75,3.36,2.69%
2018/12/1,Banner,指尖飞车-华为-横幅,"67,906",998,50.61,0.75,1.47%
2018/12/1,原生,开心玻璃杯-qihoo-插屏(原),"15,832","4,279",100.29,6.33,27.03%
2018/12/1,Banner,线条飞跃-vivo-横幅,"2,145",16,0.93,0.43,0.75%
2018/12/1,插屏,面条滑溜溜-好游-插屏,"5,870",280,13.34,2.27,4.77%
2018/12/1,Banner,八分音符酱-贯中-横幅,9,0,0,0,0.00%
2018/12/1,开屏,贪吃蛇大战2048-通用-开屏,469,20,3.07,6.55,4.26%
2018/12/1,原生,线条飞跃-vivo-开屏(原),358,44,5.77,16.12,12.29%
2018/12/1,插屏,飞刀射击-小米-插屏,524,34,1.99,3.8,6.49%
2018/12/1,原生,开心玻璃杯-应用宝-开屏(原),"10,949",489,36.45,3.33,4.47%
2018/12/1,开屏,贪吃蛇大战2048-小米-开屏,25,4,0.59,23.6,16.00%
2018/12/1,Banner,十字绣-联想-横幅,"1,160",5,0.2,0.17,0.43%
2018/12/1,原生,贪吃蛇-小米-退出广告-自,1,0,0,0,0.00%
2018/12/1,Banner,完美贴合-vivo-横幅,"19,293",34,4.54,0.24,0.18%
2018/12/1,Banner,开心玻璃杯-qihoo-横幅,"65,966",222,19.57,0.3,0.34%
2018/12/1,开屏,奇妙的森林-小米-开屏,17,0,0.04,2.35,0.00%
2018/12/1,插屏,球球跳一跳-联想-插屏,21,1,0.28,13.33,4.76%
2018/12/1,插屏,斗图大作战-插屏,10,1,0.01,1,10.00%
2018/12/1,插屏,纽扣的游戏-通用-插屏-新,0,0,0,0,0.00%
2018/12/1,Banner,全民跳一跳-努比亚-横幅,395,12,0.56,1.42,3.04%
2018/12/1,Banner,指尖飞车-联想-横幅,784,16,1.76,2.24,2.04%
2018/12/1,Banner,球球跳-联想-横幅,982,10,1.29,1.31,1.02%
2018/12/1,插屏,魅影车手-好游-插屏,739,27,2.13,2.88,3.65%
2018/12/1,原生,十字绣-4399-开屏(原),882,47,4.73,5.36,5.33%
2018/12/1,Banner,疯狂投篮-oppo-横幅,"28,736",801,44.23,1.54,2.79%
2018/12/1,插屏,保护气球-三星-插屏,"8,876",405,54.72,6.16,4.56%
2018/12/1,插屏,保护气球-好游-插屏,61,1,0.15,2.46,1.64%
2018/12/1,插屏,保护气球-中兴-插屏,"1,902",60,6.5,3.42,3.15%
2018/12/1,Banner,开心玻璃杯-联想-横幅,"7,973",26,2.86,0.36,0.33%
2018/12/1,插屏,小飞机大战-插屏,0,0,0,0,0.00%
2018/12/1,原生,球球跳-oppo-开屏(原),740,99,17.95,24.26,13.38%
2018/12/1,原生,魅影车手-小米-插屏(原),73,5,0.87,11.92,6.85%
2018/12/1,开屏,十字绣-小米-开屏,566,46,4.65,8.22,8.13%
2018/12/1,插屏,寻光4399-插屏,0,0,0,0,0.00%
2018/12/1,原生,面条滑溜溜-oppo-开屏(原),3,0,0,0,0.00%
2018/12/1,原生,开心玻璃杯-wifi2-开屏(原),45,6,0.18,4,13.33%
2018/12/1,原生,纽扣的游戏-4399-插屏(原),625,98,23.79,38.06,15.68%
2018/12/1,原生,滚动的球球-小米-开屏(原),37,6,1.66,44.86,16.22%
2018/12/1,插屏,红心大战接龙-vivo-插屏,709,16,1.73,2.44,2.26%
2018/12/1,开屏,疯狂投篮-好游快爆-开屏,32,1,0.08,2.5,3.13%
2018/12/1,开屏,六角拼拼-联想-开屏,107,9,1.15,10.75,8.41%
2018/12/1,Banner,全民跳一跳-联想-横幅,2,0,0,0,0.00%
2018/12/1,Banner,魅影车手-小米-横幅,94,1,0.07,0.74,1.06%
2018/12/1,开屏,飞刀射击-联想-开屏,51,12,1.61,31.57,23.53%
2018/12/1,原生,保护气球-vivo-插屏(原),"14,047","3,567",432.37,30.78,25.39%
2018/12/1,开屏,地表最强音-oppo-开屏,100,1,0.31,3.1,1.00%
2018/12/1,Banner,疯狂投篮-好游快爆-横幅,121,2,0.13,1.07,1.65%
2018/12/1,原生,面条滑溜溜-oppo-插屏(原),16,7,1.02,63.75,43.75%
2018/12/1,开屏,纽扣的游戏-金立游戏-开屏,898,94,9.24,10.29,10.47%
2018/12/1,插屏,完美贴合-qihoo-插屏,565,46,1.57,2.78,8.14%
2018/12/1,Banner,开心玻璃杯-好游快爆-横幅,482,4,0.58,1.2,0.83%
2018/12/1,Banner,十字绣-4399-横幅,"14,895",34,2.94,0.2,0.23%
2018/12/1,插屏,六角拼拼-小米-激励插屏,0,0,0,0,0.00%
2018/12/1,开屏,十字绣-qihoo-开屏,158,6,0.77,4.87,3.80%
2018/12/1,原生,指尖飞车-oppo-开屏(原),"2,855",237,17.25,6.04,8.30%
2018/12/1,开屏,贪吃蛇大战2048-三星-开屏,265,18,4,15.09,6.79%
2018/12/1,插屏,寻光-联想-插屏,57,2,0.01,0.18,3.51%
2018/12/1,Banner,保护气球-联想-横幅,"2,046",16,1.64,0.8,0.78%
2018/12/1,Banner,指尖飞车-oppo-横幅,"16,187",116,9.01,0.56,0.72%
2018/12/1,Banner,吃鸡大英雄-vivo-横幅,"37,399",446,46.46,1.24,1.19%
2018/12/1,Banner,欢乐球球-4399-横幅,516,0,0.03,0.06,0.00%
2018/12/1,插屏,球球大战方块-好游-插屏,36,3,0.46,12.78,8.33%
2018/12/1,开屏,六角拼拼-金立游戏-开屏,28,2,0.25,8.93,7.14%
2018/12/1,Banner,球球大战方块-联想-横幅,304,1,0.2,0.66,0.33%
2018/12/1,插屏,面条滑溜溜-oppo-插屏,3,0,0.01,3.33,0.00%
2018/12/1,原生,八分音符酱-4399-退出广告-自,77,0,0.06,0.78,0.00%
2018/12/1,插屏,地表最强音-oppo-插屏,243,12,1.25,5.14,4.94%
2018/12/1,插屏,全民跳一跳-4399-插屏,93,3,0.55,5.91,3.23%
2018/12/1,插屏,八分音符酱-OPPO-插屏-激励,0,0,0,0,0.00%
2018/12/1,原生,贪吃蛇大战2048-vivo-插屏(原),852,203,25.27,29.66,23.83%
2018/12/1,开屏,面条滑溜溜-oppo-开屏,2,0,0,0,0.00%
2018/12/1,插屏,玩转羽毛球-通用-插屏,0,0,0,0,0.00%
2018/12/1,开屏,贪吃蛇大战2048-oppo-开屏,315,51,5.87,18.63,16.19%
2018/12/1,开屏,完美贴合-vivo-开屏,22,3,0.79,35.91,13.64%
2018/12/1,原生,保护气球-vivo-开屏(原),"8,030",721,109.17,13.6,8.98%
2018/12/1,原生,疯狂投篮-qihoo-开屏(原),188,22,3,15.96,11.70%
2018/12/1,Banner,纽扣的游戏-oppo-横幅,"6,020",96,8.71,1.45,1.59%
2018/12/1,插屏,皮皮虾我们走-taptap-插屏,143,5,0.53,3.71,3.50%
2018/12/1,插屏,吃鸡大英雄-小米-插屏,824,23,1.69,2.05,2.79%
2018/12/1,开屏,奇妙的森林-联想-开屏,2,0,0,0,0.00%
2018/12/1,插屏,指尖陀螺-努比亚-插屏,174,6,0.8,4.6,3.45%
2018/12/1,Banner,贪吃大作战-华为-横幅,"1,955,668","9,402",700.96,0.36,0.48%
2018/12/1,原生,纽扣的游戏-华为-插屏(原),734,176,8.23,11.21,23.98%
2018/12/1,插屏,寻光-金立游戏-插屏,2,0,0,0,0.00%
2018/12/1,插屏,滚动的球球-联想-插屏,633,36,3.18,5.02,5.69%
2018/12/1,原生,芝士就是力量-oppo-插屏(原),"5,677",936,34.42,6.06,16.49%
2018/12/1,Banner,老板锁屏-横幅,"23,815",124,18.82,0.79,0.52%
2018/12/1,Banner,完美贴合-小米-横幅,407,1,0.09,0.22,0.25%
2018/12/1,原生,纽扣的游戏-小米-开屏(原),158,12,0.77,4.87,7.59%
2018/12/1,Banner,线条飞跃-qihoo-横幅,"1,201",5,0.69,0.57,0.42%
2018/12/1,原生,开心玻璃杯-应用宝-插屏(原),"40,974","3,034",277.21,6.77,7.40%
2018/12/1,原生,疯狂投篮-qihoo-插屏(原),498,87,7.04,14.14,17.47%
2018/12/1,插屏,贪吃蛇大战2048-小米-插屏,130,15,0.26,2,11.54%
2018/12/1,开屏,开心玻璃杯-好游快爆-开屏,115,4,0.3,2.61,3.48%
2018/12/1,插屏,全民跳一跳-oppo-插屏,"4,433",311,18.03,4.07,7.02%
2018/12/1,Banner,开心玻璃杯-应用宝-横幅,"81,119",130,16.35,0.2,0.16%
2018/12/1,插屏,十字绣-小米-激励插屏,0,0,0,0,0.00%
2018/12/1,开屏,保护气球-好游-开屏,17,0,0.03,1.76,0.00%
2018/12/1,原生,开心玻璃杯-中兴-插屏(原),"8,839","2,165",32.01,3.62,24.49%
2018/12/1,开屏,红心大战接龙-联想-开屏,54,4,0.64,11.85,7.41%
2018/12/1,原生,皮皮虾我们走-百度-退出广告-自,0,0,0,0,0.00%
2018/12/1,插屏,寻光-百度-插屏,14,1,0.22,15.71,7.14%
2018/12/1,插屏,红心大战接龙-小米-插屏,"2,443",58,5.78,2.37,2.37%
2018/12/1,开屏,地表最强音-金立游戏-开屏,4,0,0.01,2.5,0.00%
2018/12/1,原生,线条飞跃-4399-开屏(原),559,53,5.94,10.63,9.48%
2018/12/1,原生,粘住火柴蜘蛛人-小米-插屏(原),483,87,14.08,29.15,18.01%
2018/12/1,开屏,一球爆破-vivo-开屏,218,18,2.46,11.28,8.26%
2018/12/1,Banner,红心大战接龙-4399-横幅1,"5,092",23,1.49,0.29,0.45%
2018/12/1,原生,完美贴合-vivo-插屏(原),"11,420","1,223",152.92,13.39,10.71%
2018/12/1,插屏,八分音符酱-OPPO-插屏-新,0,0,0,0,0.00%
2018/12/1,开屏,保护气球-金立游戏-开屏,280,17,2.34,8.36,6.07%
2018/12/1,原生,贪吃蛇大战20484399-退出广告-自,5,0,0,0,0.00%
2018/12/1,Banner,八分音符酱-酷派-横幅,158,3,0.29,1.84,1.90%
2018/12/1,插屏,贪吃大作战-三星-插屏,"103,294","6,527","1,016.49",9.84,6.32%
2018/12/1,Banner,开心玻璃杯-oppo-横幅,"11,233",66,5.92,0.53,0.59%
2018/12/1,开屏,八分音符酱-vivo-开屏,52,4,0.37,7.12,7.69%
2018/12/1,插屏,贪吃蛇大战20484399-插屏,44,3,0.03,0.68,6.82%
2018/12/1,原生,指尖飞车-taptap-插屏(原),577,87,5.72,9.91,15.08%
2018/12/1,插屏,欢乐打豆豆-通用-插屏-激励,0,0,0,0,0.00%
2018/12/1,开屏,贪吃大作战-三星-开屏,"37,292","1,500",207.65,5.57,4.02%
2018/12/1,Banner,粘住火柴蜘蛛人-小米-横幅,819,1,0.4,0.49,0.12%
2018/12/1,插屏,活色生香换装-插屏,0,0,0,0,0.00%
2018/12/1,原生,纽扣的游戏-华为-开屏(原),"9,156","1,635",79.52,8.69,17.86%
2018/12/1,插屏,保护气球-4399-插屏,545,26,2.61,4.79,4.77%
2018/12/1,插屏,寻光-应用宝-插屏,381,19,1.04,2.73,4.99%
2018/12/1,原生,欢乐打豆豆-qihoo-开屏(原),31,4,0.69,22.26,12.90%
2018/12/1,原生,飞刀射击-oppo-开屏(原),"1,421",142,7.25,5.1,9.99%
2018/12/1,开屏,八分音符酱-百度-开屏,"1,111",84,10.26,9.23,7.56%
2018/12/1,Banner,开心玻璃杯-wifi-横幅,"1,161",5,0.37,0.32,0.43%
2018/12/1,开屏,跳弹4399-开屏,1,0,0,0,0.00%
2018/12/1,开屏,球球跳一跳-联想-开屏,15,1,0.07,4.67,6.67%
2018/12/1,插屏,保护气球-taptap-插屏,49,1,0.04,0.82,2.04%
2018/12/1,Banner,纽扣的游戏-华为-横幅,"96,924","1,806",97,1,1.86%
2018/12/1,开屏,欢乐打豆豆-oppo-开屏,"2,411",197,20.24,8.39,8.17%
2018/12/1,Banner,指尖陀螺-vivo-横幅,"4,151",97,9.33,2.25,2.34%
2018/12/1,Banner,粘住火柴蜘蛛人-中兴-横幅,"7,427",24,2.5,0.34,0.32%
2018/12/1,插屏,线条飞跃-小米-插屏,345,20,1.03,2.99,5.80%
2018/12/1,开屏,欢乐球球-4399-开屏,104,8,0.98,9.42,7.69%
2018/12/1,原生,开心玻璃杯-vivo-插屏（1）,"26,899","3,030",386.11,14.35,11.26%
2018/12/1,插屏,面条滑溜溜-qihoo-插屏,495,24,2.01,4.06,4.85%
2018/12/1,插屏,十字绣-oppo-激励插屏,0,0,0,0,0.00%
2018/12/1,插屏,八分音符-纽扣助手-插屏,9,0,0.01,1.11,0.00%
2018/12/1,原生,芝士就是力量-qihoo-开屏(原),146,5,0.68,4.66,3.42%
2018/12/1,Banner,十字绣hj-hj-横幅,14,0,0,0,0.00%
2018/12/1,原生,粘住火柴蜘蛛人-中兴-插屏(原),"2,407",330,44.24,18.38,13.71%
2018/12/1,插屏,纽扣的游戏-联想-插屏,221,16,1.13,5.11,7.24%
2018/12/1,插屏,纽扣的游戏-九游-插屏,0,0,0,0,0.00%
2018/12/1,插屏,纽扣的游戏-vivo-插屏,158,21,2.64,16.71,13.29%
2018/12/1,原生,指尖飞车-4399-开屏(原),47,6,1.15,24.47,12.77%
2018/12/1,插屏,贪吃蛇大战2048hj-hj-插屏,5,0,0,0,0.00%
2018/12/1,插屏,保护气球-金立游戏-插屏,"1,005",57,2.26,2.25,5.67%
2018/12/1,插屏,完美贴合-vivo-插屏,54,5,0.16,2.96,9.26%
2018/12/1,开屏,指尖陀螺-小米-开屏,142,12,2.7,19.01,8.45%
2018/12/1,插屏,十字绣-qihoo-插屏,301,51,2.97,9.87,16.94%
2018/12/1,开屏,面条滑溜溜-好游-开屏,392,21,1.96,5,5.36%
2018/12/1,原生,保护气球-4399-插屏(原),"7,740","1,409",259.93,33.58,18.20%
2018/12/1,开屏,完美贴合-小米-开屏,4,0,0,0,0.00%
2018/12/1,Banner,指尖陀螺-小米-横幅,770,11,0.69,0.9,1.43%
2018/12/1,插屏,飞刀射击-联想-插屏,30,3,0.42,14,10.00%
2018/12/1,插屏,全民跳一跳-努比亚-插屏,331,28,1.08,3.26,8.46%
2018/12/1,开屏,皮皮虾我们走-oppo-开屏,0,0,0,0,0.00%
2018/12/1,开屏,线条飞跃-qihoo-开屏,103,11,1.52,14.76,10.68%
2018/12/1,开屏,地表最强音-应用宝-开屏,2,0,0,0,0.00%
2018/12/1,插屏,开心玻璃杯-好游快爆-插屏,126,8,0.97,7.7,6.35%
2018/12/1,Banner,面条滑溜溜-好游-横幅,"6,411",16,1.68,0.26,0.25%
2018/12/1,原生,贪吃大作战-华为-开屏(原),"142,107","14,482",667.54,4.7,10.19%
2018/12/1,开屏,一球爆破-小米-开屏,14,3,0.37,26.43,21.43%
2018/12/1,Banner,六角拼拼-金立游戏-横幅,509,2,0.13,0.26,0.39%
2018/12/1,开屏,十字绣-4399-开屏,141,10,0.69,4.89,7.09%
2018/12/1,开屏,滚动的球球-联想-开屏,166,34,4.25,25.6,20.48%
2018/12/1,原生,球球跳一跳-qihoo-插屏(原),60,38,2.97,49.5,63.33%
2018/12/1,Banner,跳弹4399-横幅,0,0,0,0,0.00%
2018/12/1,原生,十字绣-oppo-开屏（自）,"2,206",188,22.41,10.16,8.52%
2018/12/1,开屏,贪吃蛇大战2048-联想-激励开屏,1,0,0,0,0.00%
2018/12/1,Banner,红心大战接龙-vivo-横幅,"25,610",84,11.3,0.44,0.33%
2018/12/1,Banner,地表最强音-oppo-横幅,46,1,0.01,0.22,2.17%
2018/12/1,Banner,保护气球-金立游戏-横幅,"1,323",6,0.61,0.46,0.45%
2018/12/1,Banner,吃鸡大英雄-好游-横幅,"1,258",6,0.49,0.39,0.48%
2018/12/1,插屏,飞刀射击-4399-插屏,168,11,1.35,8.04,6.55%
2018/12/1,Banner,地表最强音-小米-横幅,12,0,0,0,0.00%
2018/12/1,插屏,欢乐打豆豆-oppo-激励插屏,0,0,0,0,0.00%
2018/12/1,开屏,球球跳-联想-开屏,261,19,2.61,10,7.28%
2018/12/1,原生,面条滑溜溜-vivo-插屏(原生),"6,853","1,425",183.29,26.75,20.79%
2018/12/1,开屏,疯狂投篮4399-开屏,150,10,1.1,7.33,6.67%
2018/12/1,原生,面条滑溜溜-vivo-插屏(原),680,184,22.89,33.66,27.06%
2018/12/1,原生,欢乐打豆豆-qihoo-插屏(原),138,12,1.72,12.46,8.70%
2018/12/1,Banner,滑稽大冒险-横幅,396,3,0.2,0.51,0.76%
2018/12/1,原生,芝士就是力量-好游-插屏（原）,"1,492",209,6.87,4.6,14.01%
2018/12/1,开屏,吃鸡大英雄-tap-开屏,977,25,2.15,2.2,2.56%
2018/12/1,原生,保护气球-qihoo-开屏(原),"2,360",229,11.99,5.08,9.70%
2018/12/1,Banner,贪吃蛇大战2048-oppo-横幅(原),"5,492",37,3.92,0.71,0.67%
2018/12/1,Banner,地表最强音-金立游戏-横幅,21,0,0,0,0.00%
2018/12/1,Banner,英雄难过棍子关-百度-横幅,127,1,0.08,0.63,0.79%
2018/12/1,原生,贪吃蛇大战2048-oppo-插屏(原),"2,971",804,32.05,10.79,27.06%
2018/12/1,Banner,皮皮虾我们走-taptap-横幅,187,1,0.15,0.8,0.53%
2018/12/1,插屏,八分音符酱-百度-插屏,33,1,0.13,3.94,3.03%
2018/12/1,Banner,滚动的球球-联想-横幅,657,3,0.31,0.47,0.46%
2018/12/1,Banner,开心玻璃杯-vivo-横幅,"61,138",168,26.26,0.43,0.27%
2018/12/1,原生,贪吃蛇大战2048-qihoo-插屏1,364,83,6.74,18.52,22.80%
2018/12/1,开屏,皮皮虾我们走-百度-开屏,1,0,0,0,0.00%
2018/12/1,开屏,球球跳-oppo-开屏,161,15,1.15,7.14,9.32%
2018/12/1,开屏,保护气球-oppo-开屏,219,24,2.81,12.83,10.96%
2018/12/1,开屏,十字绣-金立游戏-开屏,257,10,1.8,7,3.89%
2018/12/1,Banner,完美贴合-4399-横幅,"1,163",1,0.06,0.05,0.09%
2018/12/1,插屏,全民跳一跳-小米-插屏,173,9,1.07,6.18,5.20%
2018/12/1,原生,球球大战方块-4399-插屏(原),6,2,0.07,11.67,33.33%
2018/12/1,原生,滚动的球球-oppo-插屏(原),"6,760","1,809",65.62,9.71,26.76%
2018/12/1,插屏,指尖陀螺-oppo-插屏,"40,583","2,335",157.3,3.88,5.75%
2018/12/1,Banner,纽扣的游戏-vivo-横幅,"15,498",83,8.57,0.55,0.54%
2018/12/1,插屏,疯狂投篮-vivo-插屏,"6,005",288,30.42,5.07,4.80%
2018/12/1,插屏,球球跳一跳-好游-插屏,31,1,0.1,3.23,3.23%
2018/12/1,Banner,疯狂投篮4399-横,"1,453",19,2.78,1.91,1.31%
2018/12/1,插屏,一球爆破-联想-插屏,28,3,0.39,13.93,10.71%
2018/12/1,开屏,全民跳跳跳-taptap-开屏,29,2,0.74,25.52,6.90%
2018/12/1,Banner,一球爆破-oppo-横幅,"3,981",21,2.89,0.73,0.53%
2018/12/1,插屏,疯狂投篮-联想-插屏,28,1,0.02,0.71,3.57%
2018/12/1,开屏,欢乐球球-小米-开屏,88,9,1.02,11.59,10.23%
2018/12/1,Banner,保护气球-华为-横幅,"73,061",694,39.19,0.54,0.95%
2018/12/1,原生,指尖陀螺-qihoo-开屏(原),160,23,2.16,13.5,14.37%
2018/12/1,开屏,纽扣的游戏-华为-开屏,1,0,0,0,0.00%
