时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018/11/25,原生,贪吃大作战-华为-开屏(原),"218,960","23,160","1,023.81",4.68,10.58%
2018/11/25,开屏,贪吃大作战-华为-开屏,"1,515",140,14.78,9.76,9.24%
2018/11/25,原生,贪吃大作战-华为-插屏(原),"432,859","117,388","2,928.78",6.77,27.12%
2018/11/25,插屏,贪吃大作战-华为-插屏,"7,054",360,25.53,3.62,5.10%
