时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018-11-08,插屏,欢乐打豆豆-三星-插屏,"1,556",86,19.93,12.81,5.53%
2018-11-08,Banner,贪吃蛇大战20484399-banner,191,1,0.50,2.62,0.52%
2018-11-08,插屏,十字绣-联想-插屏,85,9,1.36,16.00,10.59%
2018-11-08,开屏,完美贴合-oppo-开屏,1,0,0.00,0.00,0.00%
2018-11-08,原生,吃鸡大英雄-oppo-开屏(原),"3,624",364,38.86,10.72,10.04%
2018-11-08,插屏,一球爆破-小米-插屏,424,13,2.18,5.14,3.07%
2018-11-08,原生,开心玻璃杯-中兴-开屏(原),"2,484",110,28.97,11.66,4.43%
2018-11-08,原生,开心玻璃杯-wifi2-插屏(原),572,32,6.45,11.28,5.59%
2018-11-08,插屏,疯狂投篮-通用-插屏,71,4,0.56,7.89,5.63%
2018-11-08,Banner,奇侠怪招-横幅-新,937,6,1.95,2.08,0.64%
2018-11-08,Banner,十字绣-小米-横幅,"1,414",5,2.47,1.75,0.35%
2018-11-08,开屏,一球爆破-oppo-开屏,343,34,7.41,21.60,9.91%
2018-11-08,插屏,一球爆破-oppo-插屏,579,42,9.00,15.54,7.25%
2018-11-08,Banner,面条滑溜溜-vivo-横幅,"1,332",2,0.47,0.35,0.15%
2018-11-08,开屏,奇妙的森林-4399-开屏,4,0,0.01,2.50,0.00%
2018-11-08,Banner,欢乐打豆豆-通用-横幅,"1,610",4,0.55,0.34,0.25%
2018-11-08,开屏,红心大战接龙-vivo-开屏,"5,791",224,88.03,15.20,3.87%
2018-11-08,原生,贪吃蛇大战2048-vivo-开屏(原),450,70,38.66,85.91,15.56%
2018-11-08,Banner,跳弹-通用-横幅,"2,922",5,1.11,0.38,0.17%
2018-11-08,开屏,疯狂投篮-vivo-开屏,385,36,9.28,24.10,9.35%
2018-11-08,Banner,球球大战方块-oppo-横幅,5,0,0.00,0.00,0.00%
2018-11-08,插屏,奇侠怪招-插屏-新,0,0,0.00,0.00,0.00%
2018-11-08,Banner,跳弹-阿里云-横幅-新,0,0,0.00,0.00,0.00%
2018-11-08,原生,疯狂投篮-oppo-插屏(原),"6,026","1,205",151.40,25.12,20.00%
2018-11-08,Banner,面条滑溜溜-小米-横幅,25,0,0.00,0.00,0.00%
2018-11-08,开屏,红心大战接龙-小米-开屏,453,17,8.09,17.86,3.75%
2018-11-08,插屏,球球大战方块-好游-激励插屏,10,0,0.03,3.00,0.00%
2018-11-08,开屏,八分音符酱-小米-开屏,264,26,6.82,25.83,9.85%
2018-11-08,插屏,疯狂投篮-oppo-插屏,"2,063",108,26.83,13.01,5.24%
2018-11-08,Banner,贪吃蛇大战2048-通用-banner,666,11,3.91,5.87,1.65%
2018-11-08,Banner,欢乐球球-tap-横幅,182,0,0.00,0.00,0.00%
2018-11-08,Banner,六角拼拼-oppo-横幅,"4,649",20,4.00,0.86,0.43%
2018-11-08,开屏,吃鸡大英雄-好游-开屏,405,37,3.02,7.46,9.14%
2018-11-08,开屏,跳弹-魅族-开屏,0,0,0.00,0.00,0.00%
2018-11-08,开屏,球球跳一跳-小米-开屏,1,0,0.00,0.00,0.00%
2018-11-08,Banner,八分音符酱-vivo-横幅,"9,485",36,8.85,0.93,0.38%
2018-11-08,开屏,指尖陀螺-努比亚-开屏,2,1,0.44,220.00,50.00%
2018-11-08,插屏,掌上修仙-插屏,0,0,0.00,0.00,0.00%
2018-11-08,开屏,疯狂投篮-应用宝-激励开屏,38,1,0.24,6.32,2.63%
2018-11-08,原生,十字绣-oppo-插屏（自）,1,1,0.58,580.00,100.00%
2018-11-08,开屏,球球跳一跳-好游-开屏,1,0,0.00,0.00,0.00%
2018-11-08,插屏,欢乐球球-4399-插屏,196,11,1.34,6.84,5.61%
2018-11-08,Banner,指尖飞车-4399-横幅,48,0,0.00,0.00,0.00%
2018-11-08,原生,开心玻璃杯-wifi-插屏(原),988,186,17.74,17.96,18.83%
2018-11-08,插屏,贪吃蛇大战2048-联想-插屏,99,7,1.40,14.14,7.07%
2018-11-08,Banner,六角拼拼-小米-横幅,"4,029",20,7.89,1.96,0.50%
2018-11-08,Banner,八分音符酱-oppo-横幅,"12,046",44,14.26,1.18,0.37%
2018-11-08,开屏,纽扣的游戏-三星-开屏,460,61,13.13,28.54,13.26%
2018-11-08,原生,保护气球-taptap-开屏(原),59,7,2.10,35.59,11.86%
2018-11-08,插屏,贪吃蛇大战2048-通用-插屏,470,39,4.27,9.09,8.30%
2018-11-08,Banner,贪吃蛇大战2048-金立游戏-横幅,37,0,0.00,0.00,0.00%
2018-11-08,Banner,八分音符酱-小米-横幅,642,8,3.63,5.65,1.25%
2018-11-08,插屏,八分音符酱-联想-插屏-新,0,0,0.00,0.00,0.00%
2018-11-08,开屏,贪吃大作战-魅族-开屏,0,0,0.00,0.00,0.00%
2018-11-08,Banner,疯狂投篮-魅族-横幅1,"1,138",21,6.24,5.48,1.85%
2018-11-08,开屏,面条滑溜溜-联想-开屏,176,14,4.43,25.17,7.95%
2018-11-08,Banner,贪吃蛇大战2048hj-hj-横幅,8,0,0.00,0.00,0.00%
2018-11-08,插屏,地表最强音-魅族-插屏,20,0,0.09,4.50,0.00%
2018-11-08,Banner,红心大战接龙-小米-横幅,"4,466",6,2.18,0.49,0.13%
2018-11-08,开屏,保护气球-qihoo-开屏,33,2,0.44,13.33,6.06%
2018-11-08,插屏,八分音符酱-金立-插屏,0,0,0.00,0.00,0.00%
2018-11-08,原生,滚动的球球-oppo-开屏(原),403,77,40.43,100.32,19.11%
2018-11-08,插屏,欢乐打豆豆-魅族-插屏,259,7,2.27,8.76,2.70%
2018-11-08,开屏,八分音符酱-努比亚-开屏,31,4,0.60,19.35,12.90%
2018-11-08,开屏,十字绣-vivo-开屏,"1,789",89,25.11,14.04,4.97%
2018-11-08,Banner,球球跳一跳-taptap-横幅,10,0,0.00,0.00,0.00%
2018-11-08,插屏,皮皮虾我们走-联想-插屏,5,0,0.00,0.00,0.00%
2018-11-08,插屏,欢乐球球-联想-插屏,51,3,0.19,3.73,5.88%
2018-11-08,Banner,十字绣-oppo-横幅,"10,764",56,10.93,1.02,0.52%
2018-11-08,Banner,指尖陀螺-努比亚-横幅,4,0,0.00,0.00,0.00%
2018-11-08,原生,魅影车手-oppo-开屏(原),384,53,22.74,59.22,13.80%
2018-11-08,开屏,十字绣-金立游戏-激励开屏,62,4,1.07,17.26,6.45%
2018-11-08,开屏,贪吃蛇大战2048-小米-激励开屏,1,0,0.00,0.00,0.00%
2018-11-08,开屏,斗图大作战-开屏,1,0,0.00,0.00,0.00%
2018-11-08,插屏,十字绣-应用宝-插屏,"1,352",286,11.20,8.28,21.15%
2018-11-08,Banner,开心玻璃杯-wifi2-横幅,"1,356",4,1.68,1.24,0.29%
2018-11-08,开屏,欢乐球球-联想-开屏,34,4,1.73,50.88,11.76%
2018-11-08,插屏,球球跳一跳-小米-插屏,16,0,0.08,5.00,0.00%
2018-11-08,插屏,指尖飞车-oppo-插屏,9,0,0.02,2.22,0.00%
2018-11-08,Banner,十字绣-魅族-横幅,4,0,0.00,0.00,0.00%
2018-11-08,开屏,贪吃大作战-华为-开屏,"3,875",196,54.00,13.94,5.06%
2018-11-08,开屏,贪吃蛇大战2048-努比亚-开屏,75,3,0.49,6.53,4.00%
2018-11-08,Banner,吃鸡大英雄-中兴-横幅,"1,073",6,0.57,0.53,0.56%
2018-11-08,开屏,吃鸡大英雄-oppo-开屏,34,4,0.86,25.29,11.76%
2018-11-08,插屏,贪吃大作战-华为-插屏,"14,757","1,047",184.95,12.53,7.09%
2018-11-08,开屏,欢乐打豆豆-通用-开屏,76,2,0.57,7.50,2.63%
2018-11-08,Banner,芝士就是力量-好游-横幅,"1,129",3,1.21,1.07,0.27%
2018-11-08,Banner,八分音符酱-努比亚-横幅,115,1,0.19,1.65,0.87%
2018-11-08,插屏,十字绣-小米-插屏,"2,022",362,19.47,9.63,17.90%
2018-11-08,开屏,欢乐打豆豆-小米-激励开屏,102,0,0.12,1.18,0.00%
2018-11-08,Banner,红心大战接龙-qihoo-横幅,823,1,0.50,0.61,0.12%
2018-11-08,开屏,八分音符酱-酷派-开屏,3,0,0.00,0.00,0.00%
2018-11-08,Banner,疯狂投篮-通用-横幅,93,2,0.34,3.66,2.15%
2018-11-08,开屏,红心大战接龙-金立游戏-开屏,296,18,4.33,14.63,6.08%
2018-11-08,插屏,球球跳-oppo-插屏,"2,728",192,35.45,12.99,7.04%
2018-11-08,Banner,奇妙的森林-4399-横幅,7,0,0.00,0.00,0.00%
2018-11-08,插屏,守卫GDP-taptap-插屏,3,0,0.00,0.00,0.00%
2018-11-08,Banner,保护气球-taptap-横幅,636,4,0.69,1.08,0.63%
2018-11-08,插屏,线条飞跃-好游-插屏,35,0,0.12,3.43,0.00%
2018-11-08,Banner,球球跳-oppo-横,"8,551",71,17.29,2.02,0.83%
2018-11-08,插屏,疯狂投篮4399-插,451,23,4.05,8.98,5.10%
2018-11-08,Banner,滚动的球球-小米-横幅,685,5,1.98,2.89,0.73%
2018-11-08,Banner,线条飞跃-小米-横幅,611,2,0.15,0.25,0.33%
2018-11-08,开屏,六角拼拼-vivo-开屏,"1,549",81,25.73,16.61,5.23%
2018-11-08,开屏,寻光-应用宝-开屏,186,10,4.27,22.96,5.38%
2018-11-08,Banner,奇妙的森林-联想-横幅,2,0,0.00,0.00,0.00%
2018-11-08,插屏,红心大战接龙-qihoo-插屏,58,0,0.30,5.17,0.00%
2018-11-08,原生,完美贴合-4399-插屏(原),"6,869",532,71.13,10.36,7.74%
2018-11-08,开屏,寻光-小米-开屏,10,1,0.53,53.00,10.00%
2018-11-08,Banner,奇妙的森林-小米-横幅,5,0,0.00,0.00,0.00%
2018-11-08,Banner,全民跳一跳-oppo-横幅,"3,493",57,10.12,2.90,1.63%
2018-11-08,插屏,六角拼拼-vivo-插屏,"2,895",171,31.63,10.93,5.91%
2018-11-08,插屏,一球爆破-vivo-插屏,311,14,3.51,11.29,4.50%
2018-11-08,Banner,飞刀射击-金立-横幅,59,0,0.03,0.51,0.00%
2018-11-08,Banner,保护气球-中兴-横幅,313,2,0.58,1.85,0.64%
2018-11-08,插屏,线条飞跃-qihoo-插屏,9,1,1.00,111.11,11.11%
2018-11-08,Banner,红心大战接龙-联想-横幅,459,2,0.80,1.74,0.44%
2018-11-08,Banner,纽扣的游戏4399-横幅,162,0,0.00,0.00,0.00%
2018-11-08,原生,吃鸡大英雄-vivo-插屏(原),"10,344","1,636",171.62,16.59,15.82%
2018-11-08,Banner,疯狂投篮-小米-横幅,299,1,0.12,0.40,0.33%
2018-11-08,Banner,完美贴合-oppo-横幅,51,0,0.00,0.00,0.00%
2018-11-08,插屏,疯狂投篮-小米-插屏,216,15,2.65,12.27,6.94%
2018-11-08,原生,八分音符酱-百度-退出广告-自,2,0,0.00,0.00,0.00%
2018-11-08,开屏,六角拼拼-酷派-开屏,4,0,0.00,0.00,0.00%
2018-11-08,开屏,完美贴合-联想-开屏,66,5,1.36,20.61,7.58%
2018-11-08,插屏,吃鸡大英雄-vivo-插屏,512,21,5.23,10.21,4.10%
2018-11-08,插屏,红心大战接龙-oppo-插屏,"38,650",885,458.92,11.87,2.29%
2018-11-08,原生,欢乐打豆豆-oppo-退出广告-自,10,0,0.00,0.00,0.00%
2018-11-08,开屏,贪吃蛇大战2048-金立游戏-开屏,24,3,0.59,24.58,12.50%
2018-11-08,插屏,八分音符酱-酷派-插屏,15,2,0.50,33.33,13.33%
2018-11-08,原生,保护气球-oppo-插屏(原),"48,505","12,423","1,370.57",28.26,25.61%
2018-11-08,Banner,疯狂投篮-应用宝-横幅,551,6,1.29,2.34,1.09%
2018-11-08,插屏,寻光-oppo-插屏,"1,676",52,19.62,11.71,3.10%
2018-11-08,开屏,面条滑溜溜-魅族-开屏,296,33,5.19,17.53,11.15%
2018-11-08,插屏,欢乐打豆豆-金立游戏-插屏,0,0,0.00,0.00,0.00%
2018-11-08,Banner,贪吃蛇大战2048-联想-横幅,114,2,0.42,3.68,1.75%
2018-11-08,插屏,六角拼拼-酷派-插屏,6,1,0.17,28.33,16.67%
2018-11-08,插屏,十字绣-金立游戏-插屏,448,59,5.12,11.43,13.17%
2018-11-08,插屏,贪吃蛇大战2048-魅族-插屏,558,31,5.73,10.27,5.56%
2018-11-08,插屏,飞刀射击-金立-插屏,24,0,0.01,0.42,0.00%
2018-11-08,插屏,全民跳一跳-酷派-插屏,6,0,0.00,0.00,0.00%
2018-11-08,Banner,贪吃蛇大战2048-应用宝-横幅,214,0,0.03,0.14,0.00%
2018-11-08,Banner,八分音符酱-oppo-横幅,"2,133",17,6.07,2.85,0.80%
2018-11-08,插屏,指尖陀螺-vivo-插屏,"1,022",58,10.90,10.67,5.68%
2018-11-08,原生,八分音符酱-vivo-开屏(原),"1,271",200,65.41,51.46,15.74%
2018-11-08,开屏,八分音符酱-九游-开屏,0,0,0.00,0.00,0.00%
2018-11-08,开屏,球球大战方块-联想-开屏,24,4,0.42,17.50,16.67%
2018-11-08,开屏,六角拼拼-魅族-开屏,5,2,1.79,358.00,40.00%
2018-11-08,插屏,球球大战方块-小米-插屏,155,5,1.37,8.84,3.23%
2018-11-08,原生,保护气球-好游-插屏(原),558,53,11.95,21.42,9.50%
2018-11-08,Banner,线条飞跃-tap-横幅,43,2,0.03,0.70,4.65%
2018-11-08,插屏,奇妙的森林-小米-插屏,0,0,0.00,0.00,0.00%
2018-11-08,插屏,跳弹-联想-插屏,3,0,0.00,0.00,0.00%
2018-11-08,原生,球球大战方块-oppo-开屏(原),8,0,0.00,0.00,0.00%
2018-11-08,Banner,十字绣-应用宝-横幅,"4,721",14,3.89,0.82,0.30%
2018-11-08,插屏,滚动的球球-小米-插屏,876,45,12.24,13.97,5.14%
2018-11-08,插屏,面条滑溜溜-vivo-插屏,335,41,5.87,17.52,12.24%
2018-11-08,开屏,疯狂投篮-通用-开屏,41,1,0.19,4.63,2.44%
2018-11-08,Banner,全民跳一跳-酷派-横幅,6,0,0.00,0.00,0.00%
2018-11-08,插屏,贪吃蛇大战2048-努比亚-插屏,334,15,3.59,10.75,4.49%
2018-11-08,原生,八分音符酱-oppo-插屏(原),"4,465",818,211.98,47.48,18.32%
2018-11-08,插屏,一球爆破-好游-插屏,89,3,0.30,3.37,3.37%
2018-11-08,开屏,欢乐球球-tap-开屏,43,4,1.37,31.86,9.30%
2018-11-08,Banner,贪吃蛇大战2048-努比亚-横幅,239,0,0.03,0.13,0.00%
2018-11-08,开屏,寻光4399-开屏,0,0,0.00,0.00,0.00%
2018-11-08,插屏,保护气球-oppo-插屏,"3,744",558,62.12,16.59,14.90%
2018-11-08,插屏,疯狂投篮-通用-插屏-激励,0,0,0.00,0.00,0.00%
2018-11-08,Banner,球球跳一跳-联想-横幅,29,1,0.08,2.76,3.45%
2018-11-08,开屏,八分音符酱4399-开屏,3,2,0.19,63.33,66.67%
2018-11-08,开屏,cadfdasfcasfca,793,62,12.91,16.28,7.82%
2018-11-08,原生,指尖飞车-华为-插屏(原),2,0,0.00,0.00,0.00%
2018-11-08,Banner,魅影车手-好游-横幅,77,1,0.70,9.09,1.30%
2018-11-08,Banner,面条滑溜溜-联想-横幅,614,1,0.14,0.23,0.16%
2018-11-08,原生,指尖飞车-好游-插屏(原),220,18,4.00,18.18,8.18%
2018-11-08,开屏,欢乐打豆豆-oppo-激励开屏,670,25,9.12,13.61,3.73%
2018-11-08,Banner,球球大战方块-好游-横幅,290,1,0.28,0.97,0.34%
2018-11-08,原生,吃鸡大英雄-4399-插屏(原),"1,743",169,19.03,10.92,9.70%
2018-11-08,开屏,奇妙的森林-oppo-开屏,66,13,1.53,23.18,19.70%
2018-11-08,原生,吃鸡大英雄-中兴-开屏(原生),702,40,9.63,13.72,5.70%
2018-11-08,插屏,跳弹-通用-插屏,188,12,1.99,10.59,6.38%
2018-11-08,开屏,疯狂投篮-联想-开屏,2,0,0.00,0.00,0.00%
2018-11-08,开屏,欢乐打豆豆-应用宝-激励开屏,155,10,1.26,8.13,6.45%
2018-11-08,开屏,全民跳一跳4399-开屏,2,1,0.23,115.00,50.00%
2018-11-08,开屏,飞刀射击-vivo-开屏,"1,298",103,26.09,20.10,7.94%
2018-11-08,开屏,吃鸡大英雄-魅族-开屏,"2,013",237,25.95,12.89,11.77%
2018-11-08,插屏,八分音符酱-vivo-插屏,142,16,1.80,12.68,11.27%
2018-11-08,插屏,你胖你先吃-4399-插屏,0,0,0.00,0.00,0.00%
2018-11-08,Banner,飞刀射击-vivo-横幅,"1,862",24,5.78,3.10,1.29%
2018-11-08,开屏,面条滑溜溜-qihoo-开屏,185,17,3.03,16.38,9.19%
2018-11-08,开屏,面条滑溜溜-百度-开屏,16,0,0.09,5.63,0.00%
2018-11-08,开屏,开心玻璃杯-qihoo-开屏,"3,969",244,51.22,12.91,6.15%
2018-11-08,Banner,六角拼拼-安卓-横幅,77,0,0.00,0.00,0.00%
2018-11-08,开屏,寻光-oppo-开屏,832,48,10.06,12.09,5.77%
2018-11-08,插屏,十字绣-vivo-插屏,"3,628",674,40.90,11.27,18.58%
2018-11-08,开屏,指尖飞车-oppo-开屏,5,1,0.14,28.00,20.00%
2018-11-08,插屏,纽扣的游戏-安智-插屏,0,0,0.00,0.00,0.00%
2018-11-08,插屏,开心玻璃杯-oppo-插屏,"12,609","1,194",170.43,13.52,9.47%
2018-11-08,插屏,羽毛球大乱斗-插屏,49,7,2.20,44.90,14.29%
2018-11-08,Banner,跳弹-联想-横幅,204,0,0.00,0.00,0.00%
2018-11-08,开屏,纽扣的游戏-vivo-开屏,798,91,19.84,24.86,11.40%
2018-11-08,原生,欢乐打豆豆-通用-退出广告-自,0,0,0.00,0.00,0.00%
2018-11-08,插屏,欢乐打豆豆-应用宝-插屏,"1,177",19,12.19,10.36,1.61%
2018-11-08,Banner,十字绣-qihoo-横幅,902,2,0.83,0.92,0.22%
2018-11-08,Banner,球球大战方块-小米-横幅,807,0,0.04,0.05,0.00%
2018-11-08,插屏,欢乐球球-小米-插屏,170,13,3.34,19.65,7.65%
2018-11-08,Banner,保护气球-qihoo-横幅,"1,744",10,2.85,1.63,0.57%
2018-11-08,开屏,保护气球-taptap-开屏,22,2,0.10,4.55,9.09%
2018-11-08,Banner,贪吃蛇大战2048-小米-横幅,443,4,2.70,6.09,0.90%
2018-11-08,Banner,欢乐球球-小米-横幅,371,1,0.45,1.21,0.27%
2018-11-08,插屏,八分音符酱-oppo-插屏,"2,445",200,35.22,14.40,8.18%
2018-11-08,原生,保护气球-oppo-开屏(原),"15,547","1,378",291.79,18.77,8.86%
2018-11-08,开屏,纽扣的游戏-联想-开屏,41,5,0.30,7.32,12.20%
2018-11-08,插屏,球球跳一跳-taptap-插屏,14,2,0.23,16.43,14.29%
2018-11-08,插屏,吃鸡大英雄-oppo-插屏,23,4,1.82,79.13,17.39%
2018-11-08,开屏,球球大战方块-联想-激励开屏,90,6,0.94,10.44,6.67%
2018-11-08,Banner,欢乐打豆豆-oppo-横幅,"21,026",82,13.40,0.64,0.39%
2018-11-08,Banner,指尖飞车-魅族-横幅,2,0,0.00,0.00,0.00%
2018-11-08,Banner,吃鸡大英雄-小米-横幅,270,2,0.45,1.67,0.74%
2018-11-08,原生,吃鸡大英雄-vivo-开屏(原),"11,177",973,141.46,12.66,8.71%
2018-11-08,开屏,贪吃蛇大战2048-vivo-开屏,154,15,3.91,25.39,9.74%
2018-11-08,原生,十字绣-vivo-插屏（自）,2,0,0.00,0.00,0.00%
2018-11-08,插屏,跳弹4399-插屏,0,0,0.00,0.00,0.00%
2018-11-08,插屏,跳弹-OPPO-插屏-新,0,0,0.00,0.00,0.00%
2018-11-08,插屏,皮皮虾我们走-百度-插屏,1,0,0.00,0.00,0.00%
2018-11-08,Banner,欢乐打豆豆-魅族-横幅,"1,281",12,1.61,1.26,0.94%
2018-11-08,插屏,十字绣-金立游戏-激励插屏,0,0,0.00,0.00,0.00%
2018-11-08,原生,指尖飞车-好游-开屏(原),235,16,3.73,15.87,6.81%
2018-11-08,插屏,地表最强音-金立游戏-插屏,18,0,0.01,0.56,0.00%
2018-11-08,插屏,贪吃蛇大战2048-应用宝-插屏,162,9,1.64,10.12,5.56%
2018-11-08,插屏,吃鸡大英雄-魅族-插屏,687,24,7.88,11.47,3.49%
2018-11-08,原生,球球大战方块-oppo-插屏(原),4,0,0.00,0.00,0.00%
2018-11-08,开屏,魅影车手-小米-开屏,30,1,0.50,16.67,3.33%
2018-11-08,插屏,六角拼拼-小米-插屏,557,33,8.93,16.03,5.92%
2018-11-08,插屏,八分音符酱-小米-插屏,310,18,3.77,12.16,5.81%
2018-11-08,插屏,吃鸡大英雄-好游-插屏,134,6,1.74,12.99,4.48%
2018-11-08,插屏,贪吃蛇大战2048-oppo-插屏,"1,203",72,15.70,13.05,5.99%
2018-11-08,插屏,最强大脑-4399-插屏,1,0,0.01,10.00,0.00%
2018-11-08,开屏,保护气球-魅族-开屏,6,0,0.00,0.00,0.00%
2018-11-09,开屏,十字绣hj-hj-开屏,2,0,0.00,0.00,0.00%
2018-11-09,插屏,六角拼拼-金立游戏-插屏,159,13,1.86,11.70,8.18%
2018-11-09,开屏,欢乐打豆豆-三星-开屏,370,31,8.39,22.68,8.38%
2018-11-09,Banner,贪吃大作战-魅族-横幅,541,1,0.09,0.17,0.18%
2018-11-09,开屏,贪吃蛇大战2048-应用宝-开屏,166,9,4.07,24.52,5.42%
2018-11-09,插屏,开心玻璃杯-qihoo-插屏,"8,681","1,082",144.82,16.68,12.46%
2018-11-09,插屏,奇妙的森林-4399-插屏,0,0,0.00,0.00,0.00%
2018-11-09,原生,完美贴合-4399-开屏(原),"1,344",55,17.68,13.15,4.09%
2018-11-09,插屏,贪吃蛇大战2048-青柠-插屏,0,0,0.00,0.00,0.00%
2018-11-09,原生,吃鸡大英雄-4399-开屏(原),"1,534",68,12.96,8.45,4.43%
2018-11-09,开屏,十字绣-oppo-激励开屏,112,9,2.21,19.73,8.04%
2018-11-09,Banner,红心大战接龙-金立游戏-横幅,"3,008",5,2.08,0.69,0.17%
2018-11-09,开屏,十字绣-应用宝-开屏,568,27,9.81,17.27,4.75%
2018-11-09,开屏,保护气球-小米-开屏,39,3,1.31,33.59,7.69%
2018-11-09,开屏,保护气球-华为-开屏,"1,777",182,34.27,19.29,10.24%
2018-11-09,插屏,八分音符酱-百度-插屏-1.3.0,178,6,3.84,21.57,3.37%
2018-11-09,插屏,十字绣-魅族-插屏,252,31,7.92,31.43,12.30%
2018-11-09,插屏,八分音符酱4399-插屏,13,0,0.09,6.92,0.00%
2018-11-09,开屏,疯狂投篮-oppo-开屏,746,116,19.79,26.53,15.55%
2018-11-09,Banner,十字绣-金立游戏-横幅,"1,974",9,3.29,1.67,0.46%
2018-11-09,插屏,贪吃蛇大战2048-vivo-插屏,436,21,3.86,8.85,4.82%
2018-11-09,Banner,一球爆破-vivo-横幅,"1,000",1,0.09,0.09,0.10%
2018-11-09,插屏,魅影车手-小米-插屏,161,9,0.88,5.47,5.59%
2018-11-09,Banner,暖暖换装物语-横幅,5,0,0.00,0.00,0.00%
2018-11-09,Banner,保护气球-小米-横幅,"5,211",18,4.54,0.87,0.35%
2018-11-09,Banner,红心大战接龙-oppo-横幅,"64,592",211,50.43,0.78,0.33%
2018-11-09,开屏,红心大战接龙-4399-开屏1,960,52,19.30,20.10,5.42%
2018-11-09,插屏,地表最强音-小米-插屏,59,4,2.15,36.44,6.78%
2018-11-09,插屏,纽扣的游戏-三星-插屏,"3,973",376,76.06,19.14,9.46%
2018-11-09,插屏,球球跳-联想-插屏,181,13,1.91,10.55,7.18%
2018-11-09,开屏,红心大战接龙-qihoo-开屏,76,3,1.10,14.47,3.95%
2018-11-09,原生,贪吃蛇-青柠-退出广告-自,2,0,0.00,0.00,0.00%
2018-11-09,Banner,吃鸡大英雄-魅族-横幅,"2,279",16,3.21,1.41,0.70%
2018-11-09,原生,保护气球-taptap-插屏(原),376,48,12.67,33.70,12.77%
2018-11-09,Banner,奇妙的森林-oppo-横幅,165,0,0.00,0.00,0.00%
2018-11-09,插屏,球球跳-vivo-插屏,"1,659",104,21.16,12.75,6.27%
2018-11-09,开屏,纽扣的游戏4399-开屏,35,2,0.41,11.71,5.71%
2018-11-09,Banner,指尖飞车-taptap-横幅,"1,270",4,0.66,0.52,0.31%
2018-11-09,开屏,i6066-开屏,6,0,0.04,6.67,0.00%
2018-11-09,开屏,六角拼拼-小米-开屏,321,24,16.89,52.62,7.48%
2018-11-09,开屏,球球大战方块-小米-开屏,106,5,1.80,16.98,4.72%
2018-11-09,原生,八分音符酱-vivo-插屏(原),"3,421",815,205.28,60.01,23.82%
2018-11-09,开屏,疯狂投篮-小米-开屏,52,5,0.47,9.04,9.62%
2018-11-09,Banner,线条飞跃-oppo-横幅,72,0,0.00,0.00,0.00%
2018-11-09,开屏,全民跳一跳-酷派-开屏,9,1,0.82,91.11,11.11%
2018-11-09,原生,线条飞跃-oppo-插屏(原),12,0,0.00,0.00,0.00%
2018-11-09,插屏,贪吃蛇大战2048-应用宝-激励插屏,0,0,0.00,0.00,0.00%
2018-11-09,Banner,贪吃蛇大战2048-九游-横幅,332,2,0.37,1.11,0.60%
2018-11-09,插屏,红心大战接龙-联想-插屏,49,2,0.77,15.71,4.08%
2018-11-09,插屏,疯狂投篮-应用宝-插屏,281,13,3.95,14.06,4.63%
2018-11-09,开屏,贪吃蛇大战20484399-开屏,29,3,0.90,31.03,10.34%
2018-11-09,Banner,纽扣的游戏-金立游戏-横幅,"2,942",25,8.24,2.80,0.85%
2018-11-09,插屏,八分音符酱-阿里云-插屏,0,0,0.00,0.00,0.00%
2018-11-09,开屏,吃鸡大英雄-联想-开屏,1,0,0.00,0.00,0.00%
2018-11-09,Banner,全民跳一跳-小米-横幅,97,1,0.39,4.02,1.03%
2018-11-09,插屏,指尖陀螺-联想-插屏,12,0,0.01,0.83,0.00%
2018-11-09,插屏,红心大战接龙-4399-插屏1,"1,620",39,18.78,11.59,2.41%
2018-11-09,原生,连连看-4399-原生,0,0,0.00,0.00,0.00%
2018-11-09,插屏,欢乐打豆豆-通用-插屏,590,22,8.47,14.36,3.73%
2018-11-09,插屏,开心玻璃杯-联想-插屏,"2,898",305,47.35,16.34,10.52%
2018-11-09,开屏,纽扣的游戏-oppo-开屏,"2,882",375,71.31,24.74,13.01%
2018-11-09,Banner,面条滑溜溜-魅族-横幅,"13,246",77,13.35,1.01,0.58%
2018-11-09,开屏,保护气球-中兴-开屏,208,10,4.77,22.93,4.81%
2018-11-09,开屏,疯狂投篮-三星-开屏,601,78,20.34,33.84,12.98%
2018-11-09,原生,指尖飞车-taptap-开屏(原),518,38,5.39,10.41,7.34%
2018-11-09,Banner,保护气球-好游-横幅,"1,611",12,4.84,3.00,0.74%
2018-11-09,插屏,指尖飞车-三星-插屏,"2,521",118,36.40,14.44,4.68%
2018-11-09,插屏,欢乐打豆豆-联想-插屏,0,0,0.00,0.00,0.00%
2018-11-09,插屏,纽扣的游戏-oppo-插屏,0,0,0.00,0.00,0.00%
2018-11-09,开屏,开心玻璃杯-联想-开屏,"1,896",106,29.14,15.37,5.59%
2018-11-09,插屏,八分音符酱-阿里云-插屏-激励,0,0,0.00,0.00,0.00%
2018-11-09,插屏,十字绣-三星-插屏,337,47,16.67,49.47,13.95%
2018-11-09,Banner,指尖飞车-qihoo-横幅,"1,091",9,3.04,2.79,0.82%
2018-11-09,开屏,飞刀射击-小米-开屏,158,8,3.04,19.24,5.06%
2018-11-09,插屏,保护气球-小米-插屏,75,2,0.61,8.13,2.67%
2018-11-09,Banner,球球跳一跳-好游-横幅,25,3,0.98,39.20,12.00%
