时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018-11-20,开屏,六角拼拼-联想-开屏,24,2,0.24,10.00,8.33%
2018-11-20,Banner,魅影车手-小米-横幅,18,0,0.00,0.00,0.00%
2018-11-20,开屏,飞刀射击-联想-开屏,18,1,0.17,9.44,5.56%
2018-11-20,原生,保护气球-魅族-插屏(原),"1,946",651,25.66,13.19,33.45%
2018-11-20,原生,保护气球-vivo-插屏(原),"17,116","3,180",216.31,12.64,18.58%
2018-11-20,开屏,地表最强音-oppo-开屏,55,3,0.50,9.09,5.45%
2018-11-20,Banner,疯狂投篮-好游快爆-横幅,128,1,0.17,1.33,0.78%
2018-11-20,原生,面条滑溜溜-oppo-插屏(原),10,1,0.06,6.00,10.00%
2018-11-20,开屏,纽扣的游戏-金立游戏-开屏,208,19,2.19,10.53,9.13%
2018-11-20,插屏,完美贴合-qihoo-插屏,"3,902",180,10.47,2.68,4.61%
2018-11-20,Banner,开心玻璃杯-好游快爆-横幅,420,3,0.51,1.21,0.71%
2018-11-20,Banner,十字绣-4399-横幅,"5,192",19,2.26,0.44,0.37%
2018-11-20,插屏,六角拼拼-小米-激励插屏,0,0,0.00,0.00,0.00%
2018-11-20,开屏,十字绣-qihoo-开屏,29,1,0.11,3.79,3.45%
2018-11-20,原生,指尖飞车-oppo-开屏(原),747,132,9.73,13.03,17.67%
2018-11-20,原生,贪吃蛇大战2048-百度-锁屏广告,3,0,0.01,3.33,0.00%
2018-11-20,开屏,贪吃蛇大战2048-三星-开屏,186,14,2.21,11.88,7.53%
2018-11-20,插屏,寻光-联想-插屏,4,0,0.01,2.50,0.00%
2018-11-20,Banner,保护气球-联想-横幅,882,4,0.61,0.69,0.45%
2018-11-20,Banner,指尖飞车-oppo-横幅,"9,552",88,8.39,0.88,0.92%
2018-11-20,Banner,吃鸡大英雄-vivo-横幅,"11,751",231,25.40,2.16,1.97%
2018-11-20,Banner,欢乐球球-4399-横幅,281,0,0.01,0.04,0.00%
2018-11-20,插屏,球球大战方块-好游-插屏,41,2,0.02,0.49,4.88%
2018-11-20,开屏,六角拼拼-金立游戏-开屏,18,2,0.30,16.67,11.11%
2018-11-20,Banner,球球大战方块-联想-横幅,109,0,0.01,0.09,0.00%
2018-11-20,插屏,面条滑溜溜-oppo-插屏,24,2,0.15,6.25,8.33%
2018-11-20,原生,八分音符酱-4399-退出广告-自,19,0,0.04,2.11,0.00%
2018-11-20,插屏,地表最强音-oppo-插屏,162,10,1.19,7.35,6.17%
2018-11-20,插屏,全民跳一跳-4399-插屏,17,1,0.20,11.76,5.88%
2018-11-20,插屏,八分音符酱-OPPO-插屏-激励,0,0,0.00,0.00,0.00%
2018-11-20,原生,贪吃蛇大战2048-vivo-插屏(原),298,101,8.65,29.03,33.89%
2018-11-20,开屏,面条滑溜溜-oppo-开屏,1,0,0.00,0.00,0.00%
2018-11-20,插屏,玩转羽毛球-通用-插屏,0,0,0.00,0.00,0.00%
2018-11-20,开屏,贪吃蛇大战2048-oppo-开屏,167,26,4.37,26.17,15.57%
2018-11-20,开屏,完美贴合-vivo-开屏,32,2,0.16,5.00,6.25%
2018-11-20,原生,保护气球-vivo-开屏(原),"6,280",410,35.24,5.61,6.53%
2018-11-20,Banner,纽扣的游戏-oppo-横幅,"2,333",40,3.72,1.59,1.71%
2018-11-20,插屏,皮皮虾我们走-taptap-插屏,4,1,0.06,15.00,25.00%
2018-11-20,插屏,吃鸡大英雄-小米-插屏,169,1,0.18,1.07,0.59%
2018-11-20,插屏,指尖陀螺-努比亚-插屏,13,1,0.07,5.38,7.69%
2018-11-20,Banner,贪吃大作战-华为-横幅,"160,764",938,63.76,0.40,0.58%
2018-11-20,原生,纽扣的游戏-华为-插屏(原),41,10,1.33,32.44,24.39%
2018-11-20,插屏,寻光-金立游戏-插屏,2,0,0.01,5.00,0.00%
2018-11-20,插屏,滚动的球球-联想-插屏,193,16,0.74,3.83,8.29%
2018-11-20,Banner,疯狂投篮-九游-横幅,1,0,0.00,0.00,0.00%
2018-11-20,原生,芝士就是力量-oppo-插屏(原),"3,196",367,61.24,19.16,11.48%
2018-11-20,Banner,老板锁屏-横幅,"28,012",152,16.23,0.58,0.54%
2018-11-20,Banner,完美贴合-小米-横幅,467,3,0.07,0.15,0.64%
2018-11-20,Banner,线条飞跃-qihoo-横幅,67,0,0.01,0.15,0.00%
2018-11-20,插屏,贪吃蛇大战2048-小米-插屏,5,1,0.17,34.00,20.00%
2018-11-20,开屏,开心玻璃杯-好游快爆-开屏,84,3,0.66,7.86,3.57%
2018-11-20,插屏,全民跳一跳-oppo-插屏,"2,643",212,12.96,4.90,8.02%
2018-11-20,插屏,十字绣-小米-激励插屏,0,0,0.00,0.00,0.00%
2018-11-20,开屏,保护气球-好游-开屏,0,0,0.00,0.00,0.00%
2018-11-20,原生,开心玻璃杯-中兴-插屏(原),"1,129",442,5.62,4.98,39.15%
2018-11-20,开屏,红心大战接龙-联想-开屏,93,6,0.77,8.28,6.45%
2018-11-20,原生,皮皮虾我们走-百度-退出广告-自,0,0,0.00,0.00,0.00%
2018-11-20,插屏,寻光-百度-插屏,26,0,0.00,0.00,0.00%
2018-11-20,插屏,红心大战接龙-小米-插屏,888,21,3.01,3.39,2.36%
2018-11-20,开屏,地表最强音-金立游戏-开屏,2,0,0.00,0.00,0.00%
2018-11-20,原生,线条飞跃-4399-开屏(原),192,29,4.24,22.08,15.10%
2018-11-20,开屏,一球爆破-vivo-开屏,92,5,0.39,4.24,5.43%
2018-11-20,Banner,红心大战接龙-4399-横幅1,"5,986",21,2.42,0.40,0.35%
2018-11-20,原生,完美贴合-vivo-插屏(原),"7,179","1,094",80.32,11.19,15.24%
2018-11-20,插屏,八分音符酱-OPPO-插屏-新,0,0,0.00,0.00,0.00%
2018-11-20,开屏,保护气球-金立游戏-开屏,60,2,0.61,10.17,3.33%
2018-11-20,Banner,八分音符酱-酷派-横幅,43,2,0.23,5.35,4.65%
2018-11-20,插屏,贪吃大作战-三星-插屏,"50,605","5,439",281.72,5.57,10.75%
2018-11-20,Banner,开心玻璃杯-oppo-横幅,"10,789",71,6.81,0.63,0.66%
2018-11-20,开屏,八分音符酱-vivo-开屏,19,3,0.56,29.47,15.79%
2018-11-20,开屏,十字绣-魅族-开屏,4,0,0.01,2.50,0.00%
2018-11-20,插屏,贪吃蛇大战20484399-插屏,22,1,0.08,3.64,4.55%
2018-11-20,原生,指尖飞车-taptap-插屏(原),315,72,5.97,18.95,22.86%
2018-11-20,Banner,指尖飞车-小米-横幅,56,2,0.02,0.36,3.57%
2018-11-20,插屏,欢乐打豆豆-通用-插屏-激励,0,0,0.00,0.00,0.00%
2018-11-20,开屏,贪吃大作战-三星-开屏,"19,104",840,117.45,6.15,4.40%
2018-11-20,原生,纽扣的游戏-华为-开屏(原),623,150,10.40,16.69,24.08%
2018-11-20,插屏,保护气球-4399-插屏,253,10,0.86,3.40,3.95%
2018-11-20,插屏,保护气球-魅族-插屏,1,0,0.00,0.00,0.00%
2018-11-20,插屏,寻光-应用宝-插屏,95,3,0.40,4.21,3.16%
2018-11-20,原生,飞刀射击-oppo-开屏(原),150,36,2.09,13.93,24.00%
2018-11-20,开屏,八分音符酱-百度-开屏,212,24,2.46,11.60,11.32%
2018-11-20,Banner,开心玻璃杯-wifi-横幅,"7,430",41,4.18,0.56,0.55%
2018-11-20,开屏,跳弹4399-开屏,1,0,0.00,0.00,0.00%
2018-11-20,开屏,球球跳一跳-联想-开屏,5,0,0.00,0.00,0.00%
2018-11-20,开屏,疯狂投篮-魅族-开屏1,2,1,0.39,195.00,50.00%
2018-11-20,插屏,保护气球-taptap-插屏,75,0,0.01,0.13,0.00%
2018-11-20,Banner,纽扣的游戏-华为-横幅,"7,748",157,10.17,1.31,2.03%
2018-11-20,开屏,欢乐打豆豆-oppo-开屏,"2,399",206,26.80,11.17,8.59%
2018-11-20,Banner,指尖陀螺-vivo-横幅,"1,572",40,4.47,2.84,2.54%
2018-11-20,插屏,线条飞跃-小米-插屏,50,2,0.04,0.80,4.00%
2018-11-20,开屏,欢乐球球-4399-开屏,79,9,1.79,22.66,11.39%
2018-11-20,插屏,面条滑溜溜-qihoo-插屏,"3,492",175,12.48,3.57,5.01%
2018-11-20,插屏,八分音符-纽扣助手-插屏,23,2,0.01,0.43,8.70%
2018-11-20,插屏,贪吃大作战-魅族-插屏,757,106,2.86,3.78,14.00%
2018-11-20,开屏,保护气球-wifi-开屏,3,1,0.06,20.00,33.33%
2018-11-20,Banner,十字绣hj-hj-横幅,37,0,0.01,0.27,0.00%
2018-11-20,Banner,贪吃蛇大战2048-华为-横幅,5,0,0.00,0.00,0.00%
2018-11-20,插屏,疯狂投篮-九游-插屏,1,0,0.00,0.00,0.00%
2018-11-20,插屏,纽扣的游戏-联想-插屏,49,1,0.03,0.61,2.04%
2018-11-20,插屏,纽扣的游戏-九游-插屏,0,0,0.00,0.00,0.00%
2018-11-20,Banner,贪吃蛇大战2048-魅族-横幅,499,0,0.04,0.08,0.00%
2018-11-20,Banner,保护气球-wifi-横幅,4,0,0.00,0.00,0.00%
2018-11-20,插屏,纽扣的游戏-vivo-插屏,81,11,1.07,13.21,13.58%
2018-11-20,原生,指尖飞车-4399-开屏(原),105,19,1.40,13.33,18.10%
2018-11-20,插屏,贪吃蛇大战2048hj-hj-插屏,0,0,0.00,0.00,0.00%
2018-11-20,插屏,保护气球-金立游戏-插屏,217,15,0.55,2.53,6.91%
2018-11-20,插屏,完美贴合-vivo-插屏,166,3,0.67,4.04,1.81%
2018-11-20,开屏,指尖陀螺-小米-开屏,37,7,1.06,28.65,18.92%
2018-11-20,插屏,十字绣-qihoo-插屏,29,3,0.17,5.86,10.34%
2018-11-20,开屏,面条滑溜溜-好游-开屏,187,11,0.81,4.33,5.88%
2018-11-20,原生,保护气球-4399-插屏(原),"2,784",715,70.27,25.24,25.68%
2018-11-20,开屏,完美贴合-小米-开屏,67,6,1.29,19.25,8.96%
2018-11-20,Banner,纽扣的游戏-魅族-横幅,"4,215",97,5.60,1.33,2.30%
2018-11-20,Banner,指尖陀螺-小米-横幅,205,5,0.50,2.44,2.44%
2018-11-20,插屏,飞刀射击-联想-插屏,9,0,0.00,0.00,0.00%
2018-11-20,开屏,红心大战接龙-魅族-开屏,20,1,0.13,6.50,5.00%
2018-11-20,插屏,全民跳一跳-努比亚-插屏,246,8,0.56,2.28,3.25%
2018-11-20,开屏,线条飞跃-qihoo-开屏,7,0,0.02,2.86,0.00%
2018-11-20,插屏,开心玻璃杯-好游快爆-插屏,86,5,0.92,10.70,5.81%
2018-11-20,Banner,面条滑溜溜-好游-横幅,"2,472",4,0.36,0.15,0.16%
2018-11-20,原生,贪吃大作战-华为-开屏(原),"15,955","1,739",133.46,8.36,10.90%
2018-11-20,开屏,一球爆破-小米-开屏,118,5,2.20,18.64,4.24%
2018-11-20,Banner,六角拼拼-金立游戏-横幅,420,1,0.07,0.17,0.24%
2018-11-20,开屏,十字绣-4399-开屏,58,3,0.75,12.93,5.17%
2018-11-20,开屏,滚动的球球-联想-开屏,55,13,1.37,24.91,23.64%
2018-11-20,Banner,跳弹4399-横幅,0,0,0.00,0.00,0.00%
2018-11-20,原生,十字绣-oppo-开屏（自）,726,78,5.99,8.25,10.74%
2018-11-20,开屏,贪吃蛇大战2048-联想-激励开屏,13,2,0.39,30.00,15.38%
2018-11-20,开屏,地表最强音-魅族-开屏,12,1,0.29,24.17,8.33%
2018-11-20,Banner,红心大战接龙-vivo-横幅,"28,611",79,12.61,0.44,0.28%
2018-11-20,Banner,跳弹-oppo-横幅,0,0,0.00,0.00,0.00%
2018-11-20,Banner,地表最强音-oppo-横幅,34,2,0.28,8.24,5.88%
2018-11-20,Banner,保护气球-金立游戏-横幅,309,2,0.16,0.52,0.65%
2018-11-20,Banner,吃鸡大英雄-好游-横幅,496,7,0.38,0.77,1.41%
2018-11-20,插屏,飞刀射击-4399-插屏,84,15,0.69,8.21,17.86%
2018-11-20,插屏,欢乐打豆豆-oppo-激励插屏,0,0,0.00,0.00,0.00%
2018-11-20,开屏,球球跳-联想-开屏,42,1,0.14,3.33,2.38%
2018-11-20,开屏,疯狂投篮4399-开屏,157,10,1.40,8.92,6.37%
2018-11-20,原生,面条滑溜溜-vivo-插屏(原),"5,186","1,963",133.50,25.74,37.85%
2018-11-20,Banner,滑稽大冒险-横幅,95,1,0.07,0.74,1.05%
2018-11-20,原生,芝士就是力量-好游-插屏（原）,"1,310",111,3.39,2.59,8.47%
2018-11-20,开屏,吃鸡大英雄-tap-开屏,216,6,0.58,2.69,2.78%
2018-11-20,原生,保护气球-qihoo-开屏(原),"1,084",132,5.23,4.82,12.18%
2018-11-20,Banner,贪吃蛇大战2048-oppo-横幅(原),"2,480",25,1.80,0.73,1.01%
2018-11-20,Banner,地表最强音-金立游戏-横幅,3,0,0.00,0.00,0.00%
2018-11-20,原生,贪吃蛇大战2048-oppo-插屏(原),"1,230",466,13.02,10.59,37.89%
2018-11-20,Banner,皮皮虾我们走-taptap-横幅,13,0,0.00,0.00,0.00%
2018-11-20,开屏,贪吃蛇大战2048-魅族-激励开屏,5,3,0.34,68.00,60.00%
2018-11-20,插屏,八分音符酱-百度-插屏,4,0,0.00,0.00,0.00%
2018-11-20,Banner,滚动的球球-联想-横幅,177,2,0.22,1.24,1.13%
2018-11-20,Banner,开心玻璃杯-vivo-横幅,"39,750",136,19.01,0.48,0.34%
2018-11-20,原生,贪吃蛇大战2048-qihoo-插屏1,135,42,2.09,15.48,31.11%
2018-11-20,原生,十字绣-魅族-插屏(原),223,68,2.43,10.90,30.49%
2018-11-20,开屏,皮皮虾我们走-百度-开屏,20,2,0.60,30.00,10.00%
2018-11-20,开屏,球球跳-oppo-开屏,801,85,8.46,10.56,10.61%
2018-11-20,开屏,保护气球-oppo-开屏,112,10,1.13,10.09,8.93%
2018-11-20,开屏,十字绣-金立游戏-开屏,84,3,0.41,4.88,3.57%
2018-11-20,Banner,守卫GDP-taptap-横幅,16,0,0.00,0.00,0.00%
2018-11-20,Banner,完美贴合-4399-横幅,933,3,0.24,0.26,0.32%
2018-11-20,插屏,疯狂投篮-三星-插屏,8,0,0.00,0.00,0.00%
2018-11-20,插屏,全民跳一跳-小米-插屏,65,7,0.68,10.46,10.77%
2018-11-20,原生,滚动的球球-oppo-插屏(原),"2,552",905,24.52,9.61,35.46%
2018-11-20,插屏,指尖陀螺-oppo-插屏,"11,424",825,46.11,4.04,7.22%
2018-11-20,Banner,纽扣的游戏-vivo-横幅,"22,698",281,30.44,1.34,1.24%
2018-11-20,插屏,疯狂投篮-vivo-插屏,"2,035",140,10.87,5.34,6.88%
2018-11-20,插屏,纽扣的游戏-小米-插屏,11,2,0.01,0.91,18.18%
2018-11-20,插屏,球球跳一跳-好游-插屏,19,1,0.01,0.53,5.26%
2018-11-20,Banner,疯狂投篮4399-横,665,8,0.92,1.38,1.20%
2018-11-20,插屏,一球爆破-联想-插屏,35,1,0.08,2.29,2.86%
2018-11-20,开屏,全民跳跳跳-taptap-开屏,7,0,0.02,2.86,0.00%
2018-11-20,Banner,一球爆破-oppo-横幅,"1,140",7,0.64,0.56,0.61%
2018-11-20,插屏,疯狂投篮-联想-插屏,1,0,0.00,0.00,0.00%
2018-11-20,开屏,欢乐球球-小米-开屏,56,5,0.84,15.00,8.93%
2018-11-20,Banner,保护气球-华为-横幅,"12,671",196,12.37,0.98,1.55%
2018-11-20,原生,指尖陀螺-qihoo-开屏(原),335,74,5.60,16.72,22.09%
2018-11-20,开屏,纽扣的游戏-华为-开屏,2,0,0.01,5.00,0.00%
2018-11-20,Banner,吃鸡大英雄-4399-横幅,"7,149",37,3.63,0.51,0.52%
2018-11-20,开屏,完美贴合-qihoo-开屏,815,68,7.74,9.50,8.34%
2018-11-20,插屏,红心大战接龙-魅族-插屏,140,3,0.37,2.64,2.14%
2018-11-20,开屏,六角拼拼-oppo-开屏,485,20,4.36,8.99,4.12%
2018-11-20,Banner,羽毛球大乱斗-banner,138,7,0.56,4.06,5.07%
2018-11-20,开屏,全民跳一跳-小米-开屏,9,2,0.31,34.44,22.22%
2018-11-20,开屏,面条滑溜溜-小米-开屏,24,0,0.02,0.83,0.00%
2018-11-20,插屏,八分音符酱-努比亚-插屏,67,4,0.96,14.33,5.97%
2018-11-20,开屏,红心大战接龙-oppo-开屏,"10,756",520,82.52,7.67,4.83%
2018-11-20,Banner,全民跳一跳4399-横幅,58,1,0.01,0.17,1.72%
2018-11-20,Banner,疯狂投篮-联想-横幅,1,0,0.00,0.00,0.00%
2018-11-20,Banner,球球跳一跳-小米-横幅,5,0,0.00,0.00,0.00%
2018-11-20,原生,红心大战接龙-vivo-插屏(原),"2,864",598,65.16,22.75,20.88%
2018-11-20,开屏,保护气球-vivo-开屏,"3,916",219,36.13,9.23,5.59%
2018-11-20,插屏,贪吃蛇大战2048-oppo-插屏-激励,0,0,0.00,0.00,0.00%
2018-11-20,开屏,飞刀射击-金立-开屏,25,3,0.32,12.80,12.00%
2018-11-20,Banner,面条滑溜溜-百度-横幅,56,1,0.25,4.46,1.79%
2018-11-20,Banner,六角拼拼-vivo-横幅,"14,433",81,11.50,0.80,0.56%
2018-11-20,开屏,十字绣-联想-激励开屏,52,0,0.00,0.00,0.00%
2018-11-20,原生,疯狂投篮-魅族-插屏（自）,181,45,1.99,10.99,24.86%
2018-11-20,开屏,十字绣-小米-激励开屏,143,5,0.56,3.92,3.50%
2018-11-20,插屏,六角拼拼-魅族-插屏,0,0,0.00,0.00,0.00%
2018-11-20,插屏,面条滑溜溜-百度-插屏,50,13,1.08,21.60,26.00%
2018-11-20,插屏,面条滑溜溜-小米-插屏,89,6,0.61,6.85,6.74%
2018-11-20,插屏,十字绣hj-hj-插屏,5,0,0.01,2.00,0.00%
2018-11-20,插屏,奇妙的森林-oppo-插屏,43,2,0.04,0.93,4.65%
2018-11-20,插屏,欢乐打豆豆-oppo-插屏,"9,257",417,36.95,3.99,4.50%
2018-11-20,开屏,欢乐打豆豆-应用宝-开屏,187,17,4.51,24.12,9.09%
2018-11-20,插屏,奇妙的森林-金立游戏-插屏,0,0,0.00,0.00,0.00%
2018-11-20,原生,红心大战接龙-vivo-开屏(原),"1,781",93,15.73,8.83,5.22%
2018-11-20,开屏,八分音符酱-OPPO-开屏,72,7,0.94,13.06,9.72%
2018-11-20,插屏,疯狂投篮-好游快爆-插屏,79,9,0.04,0.51,11.39%
2018-11-20,Banner,保护气球-oppo-横幅,"52,474",429,29.99,0.57,0.82%
2018-11-20,原生,芝士就是力量-oppo-开屏(原),"1,631",39,6.87,4.21,2.39%
2018-11-20,开屏,纽扣的游戏-小米-开屏,3,0,0.02,6.67,0.00%
2018-11-20,插屏,欢乐球球-tap-插屏,55,0,0.09,1.64,0.00%
2018-11-20,插屏,寻光-魅族-插屏,6,0,0.01,1.67,0.00%
2018-11-20,原生,保护气球-好游-开屏(原),419,43,3.48,8.31,10.26%
2018-11-20,原生,保护气球-小米-插屏(原),"1,614",503,13.57,8.41,31.16%
2018-11-20,插屏,保护气球-qihoo-插屏,41,5,0.20,4.88,12.20%
2018-11-20,开屏,保护气球-联想-开屏,259,17,2.56,9.88,6.56%
2018-11-20,原生,十字绣-魅族-开屏(原),75,2,0.70,9.33,2.67%
2018-11-20,原生,完美贴合-vivo-开屏(原),"2,160",157,14.70,6.81,7.27%
2018-11-20,Banner,红心大战接龙-魅族-横幅,"5,739",13,1.47,0.26,0.23%
2018-11-20,Banner,八分音符酱-百度-横幅,162,2,0.12,0.74,1.23%
2018-11-20,插屏,贪吃蛇大战2048-金立游戏-插屏,21,1,0.12,5.71,4.76%
2018-11-20,原生,指尖飞车-魅族-插屏(原),"1,083",534,10.01,9.24,49.31%
2018-11-20,原生,完美贴合-oppo-插屏(原),"3,703",428,29.02,7.84,11.56%
2018-11-20,开屏,魅影车手-好游-开屏,3,0,0.00,0.00,0.00%
2018-11-20,原生,红心大战接龙-魅族-插屏（原）,563,56,9.28,16.48,9.95%
2018-11-20,Banner,吃鸡大英雄-tap-横幅,184,0,0.01,0.05,0.00%
2018-11-20,插屏,滑稽大冒险-插屏,86,3,0.32,3.72,3.49%
2018-11-20,插屏,跳弹-oppo-插屏,0,0,0.00,0.00,0.00%
2018-11-20,Banner,保护气球-vivo-横幅,"19,361",134,20.95,1.08,0.69%
2018-11-20,原生,纽扣的游戏-魅族-插屏(原),"2,790","1,346",33.55,12.03,48.24%
2018-11-20,开屏,指尖飞车-华为-开屏,38,7,0.94,24.74,18.42%
2018-11-20,原生,开心玻璃杯-小米-开屏(原),792,20,2.48,3.13,2.53%
2018-11-20,原生,保护气球-华为-插屏(原),"4,039","2,343",36.32,8.99,58.01%
2018-11-20,开屏,十字绣-联想-开屏,55,11,0.81,14.73,20.00%
2018-11-20,原生,芝士就是力量-好游-开屏（原）,832,23,1.57,1.89,2.76%
2018-11-20,开屏,地表最强音-小米-开屏,2,1,0.09,45.00,50.00%
2018-11-20,开屏,全民跳一跳-努比亚-开屏,32,5,0.82,25.63,15.63%
2018-11-20,开屏,保护气球-三星-开屏,257,10,1.83,7.12,3.89%
2018-11-20,开屏,指尖陀螺-vivo-开屏,397,24,4.38,11.03,6.05%
2018-11-20,插屏,开心玻璃杯-vivo-插屏,"4,020",316,39.13,9.73,7.86%
2018-11-20,Banner,全民跳跳跳-taptap-横幅,72,0,0.01,0.14,0.00%
2018-11-20,开屏,指尖飞车-qihoo-开屏,107,6,0.60,5.61,5.61%
2018-11-20,原生,开心玻璃杯-oppo-开屏（自）,"3,379",167,11.82,3.50,4.94%
2018-11-20,开屏,吃鸡大英雄-vivo-开屏,79,7,1.34,16.96,8.86%
2018-11-20,Banner,最强大脑-4399-banner,6,0,0.00,0.00,0.00%
2018-11-20,插屏,纽扣的游戏-金立游戏-插屏,"1,180",91,3.59,3.04,7.71%
2018-11-20,原生,指尖飞车-华为-开屏(原),"1,907",502,13.75,7.21,26.32%
2018-11-20,插屏,全民跳一跳-联想-插屏,0,0,0.00,0.00,0.00%
2018-11-20,原生,贪吃蛇大战2048-4399-开屏(原),93,12,2.07,22.26,12.90%
2018-11-20,原生,贪吃蛇大战2048-oppo-开屏(原),403,66,3.73,9.26,16.38%
2018-11-20,开屏,指尖飞车-三星-开屏,424,24,3.93,9.27,5.66%
2018-11-20,插屏,十字绣-oppo-插屏,42,13,0.04,0.95,30.95%
2018-11-20,开屏,指尖飞车-应用宝-开屏,55,6,0.46,8.36,10.91%
2018-11-20,Banner,线条飞跃-4399-横幅,"1,062",7,0.55,0.52,0.66%
2018-11-20,插屏,假游戏2-插屏,136,19,1.58,11.62,13.97%
2018-11-20,开屏,一球爆破-联想-开屏,75,9,1.18,15.73,12.00%
2018-11-20,Banner,六角拼拼-酷派-横幅,193,0,0.00,0.00,0.00%
2018-11-20,插屏,十字绣-4399-插屏,107,6,0.07,0.65,5.61%
2018-11-20,Banner,六角拼拼-联想-横幅,133,2,0.09,0.68,1.50%
2018-11-20,原生,保护气球-qihoo-插屏(原),"3,125","1,715",28.31,9.06,54.88%
2018-11-20,开屏,飞刀射击-4399-开屏,37,2,0.32,8.65,5.41%
2018-11-20,原生,八分音符酱-4399-插屏(原),171,56,5.83,34.09,32.75%
2018-11-20,Banner,线条飞跃-好游-横幅,26,0,0.00,0.00,0.00%
2018-11-20,插屏,保护气球-联想-插屏,668,29,3.10,4.64,4.34%
2018-11-20,开屏,保护气球-4399-开屏,64,6,2.20,34.38,9.38%
2018-11-20,开屏,指尖飞车-联想-开屏,63,5,0.77,12.22,7.94%
2018-11-20,Banner,滚动的球球-oppo-横幅,"2,515",3,0.44,0.17,0.12%
2018-11-20,原生,吃鸡大英雄-魅族-插屏（原）,908,166,7.36,8.11,18.28%
2018-11-20,开屏,一球爆破-好游-开屏,63,4,1.07,16.98,6.35%
2018-11-20,原生,八分音符酱-4399-开屏(原),97,18,1.29,13.30,18.56%
2018-11-20,开屏,球球跳-vivo-开屏,334,27,3.24,9.70,8.08%
2018-11-20,原生,保护气球-魅族-开屏(原),266,36,3.79,14.25,13.53%
2018-11-20,Banner,纽扣的游戏-小米-横幅,33,1,0.17,5.15,3.03%
2018-11-20,原生,吃鸡大英雄-oppo-插屏(原),"4,732","1,854",40.95,8.65,39.18%
2018-11-20,原生,指尖飞车-4399-插屏(原),241,81,6.96,28.88,33.61%
2018-11-20,Banner,吃鸡大英雄-oppo-横幅,"4,770",87,6.22,1.30,1.82%
2018-11-20,插屏,完美贴合-小米-插屏,257,13,0.61,2.37,5.06%
2018-11-20,原生,保护气球-小米-开屏(原),630,76,4.59,7.29,12.06%
2018-11-20,开屏,吃鸡大英雄-小米-开屏,131,12,0.95,7.25,9.16%
2018-11-20,原生,纽扣的游戏-魅族-开屏(原),589,148,7.07,12.00,25.13%
2018-11-20,Banner,贪吃蛇大战2048-oppo-横幅,"1,087",7,0.92,0.85,0.64%
2018-11-20,开屏,寻光-联想-开屏,1,0,0.00,0.00,0.00%
2018-11-20,插屏,吃鸡大英雄-tap-插屏,94,1,0.21,2.23,1.06%
2018-11-20,开屏,开心玻璃杯-小米-开屏,60,1,0.15,2.50,1.67%
2018-11-20,原生,保护气球-华为-开屏（原）,"2,315",390,11.07,4.78,16.85%
2018-11-20,Banner,飞刀射击-4399-横幅,270,6,0.62,2.30,2.22%
2018-11-20,开屏,守护你前行-ios-开屏,25,5,0.41,16.40,20.00%
2018-11-20,开屏,疯狂投篮-应用宝-开屏,25,3,0.62,24.80,12.00%
2018-11-20,插屏,六角拼拼-联想-插屏,66,2,0.09,1.36,3.03%
2018-11-20,Banner,保护气球-魅族-横幅,"2,469",15,1.30,0.53,0.61%
2018-11-20,Banner,开心玻璃杯-中兴-横幅,"3,856",17,1.38,0.36,0.44%
2018-11-20,开屏,球与方块-ios-开屏,1,0,0.00,0.00,0.00%
2018-11-20,插屏,线条飞跃-tap-插屏,13,0,0.00,0.00,0.00%
2018-11-20,开屏,假游戏2-开屏,52,5,0.59,11.35,9.62%
2018-11-20,开屏,线条飞跃-好游-开屏,4,0,0.01,2.50,0.00%
2018-11-20,开屏,线条飞跃-tap-开屏,5,0,0.00,0.00,0.00%
2018-11-20,开屏,球球大战方块-好游-开屏,42,1,0.13,3.10,2.38%
2018-11-20,Banner,疯狂投篮-魅族-横幅,300,7,0.63,2.10,2.33%
2018-11-20,Banner,指尖飞车-好游-横幅,11,0,0.00,0.00,0.00%
2018-11-20,原生,开心玻璃杯-wifi-开屏(原),552,50,2.35,4.26,9.06%
2018-11-20,Banner,飞刀射击-小米-横幅,179,2,0.32,1.79,1.12%
2018-11-20,插屏,面条滑溜溜-联想-插屏,147,5,0.25,1.70,3.40%
2018-11-20,原生,线条飞跃-vivo-插屏(原),511,139,12.61,24.68,27.20%
2018-11-20,原生,吃鸡大英雄-中兴-插屏(原),647,178,3.99,6.17,27.51%
2018-11-20,开屏,线条飞跃-小米-开屏,27,2,0.29,10.74,7.41%
2018-11-20,插屏,寻光-小米-插屏,13,0,0.00,0.00,0.00%
2018-11-20,插屏,纽扣的游戏-oppo-插屏,"6,044",459,23.13,3.83,7.59%
2018-11-20,插屏,球球大战方块-联想-插屏,38,4,0.60,15.79,10.53%
2018-11-20,原生,芝士就是力量-4399-插屏(原),0,0,0.00,0.00,0.00%
2018-11-20,开屏,贪吃蛇大战2048-阿里云-开屏,1,0,0.00,0.00,0.00%
2018-11-20,Banner,跳弹-OPPO-横幅-新,0,0,0.00,0.00,0.00%
2018-11-20,Banner,奇妙的森林-金立游戏-横幅,2,0,0.00,0.00,0.00%
2018-11-20,插屏,FreeStyle-联想-插屏,0,0,0.00,0.00,0.00%
2018-11-20,开屏,全民跳一跳-oppo-开屏,397,45,3.73,9.40,11.34%
