时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018-10-24,插屏,球球大战方块-小米-插屏,81,3,0.25,3.09,3.70%
2018-10-24,原生,保护气球-好游-插屏(原),472,69,7.24,15.34,14.62%
2018-10-24,Banner,线条飞跃-tap-横幅,27,0,0.00,0.00,0.00%
2018-10-24,插屏,奇妙的森林-小米-插屏,5,1,0.01,2.00,20.00%
2018-10-24,插屏,跳弹-联想-插屏,13,1,0.09,6.92,7.69%
2018-10-24,Banner,十字绣-应用宝-横幅,"4,337",16,2.09,0.48,0.37%
2018-10-24,开屏,疯狂投篮-通用-开屏,33,2,0.31,9.39,6.06%
2018-10-24,Banner,全民跳一跳-酷派-横幅,62,0,0.00,0.00,0.00%
2018-10-24,插屏,贪吃蛇大战2048-努比亚-插屏,473,43,1.97,4.16,9.09%
2018-10-24,插屏,一球爆破-好游-插屏,640,8,1.16,1.81,1.25%
2018-10-24,开屏,欢乐球球-tap-开屏,34,5,0.51,15.00,14.71%
2018-10-24,Banner,贪吃蛇大战2048-努比亚-横幅,330,2,0.24,0.73,0.61%
2018-10-24,开屏,寻光4399-开屏,1,0,0.00,0.00,0.00%
2018-10-24,插屏,保护气球-oppo-插屏,141,10,1.00,7.09,7.09%
2018-10-24,插屏,疯狂投篮-通用-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-24,Banner,球球跳一跳-联想-横幅,2,0,0.01,5.00,0.00%
2018-10-24,开屏,八分音符酱4399-开屏,6,2,1.00,166.67,33.33%
2018-10-24,开屏,十字绣-华为-开屏,"1,743",194,23.70,13.60,11.13%
2018-10-24,Banner,魅影车手-好游-横幅,29,0,0.02,0.69,0.00%
2018-10-24,Banner,面条滑溜溜-联想-横幅,489,4,1.10,2.25,0.82%
2018-10-24,原生,指尖飞车-好游-插屏(原),100,11,2.47,24.70,11.00%
2018-10-24,开屏,欢乐打豆豆-oppo-激励开屏,607,26,5.28,8.70,4.28%
2018-10-24,Banner,指尖陀螺-阿里云-横幅-新,0,0,0.00,0.00,0.00%
2018-10-24,Banner,球球大战方块-好游-横幅,16,0,0.01,0.63,0.00%
2018-10-24,开屏,奇妙的森林-oppo-开屏,37,3,0.32,8.65,8.11%
2018-10-24,插屏,跳弹-通用-插屏,273,12,2.36,8.64,4.40%
2018-10-24,开屏,欢乐打豆豆-应用宝-激励开屏,138,7,1.00,7.25,5.07%
2018-10-24,开屏,全民跳一跳4399-开屏,7,1,0.18,25.71,14.29%
2018-10-24,开屏,飞刀射击-vivo-开屏,"1,360",103,18.10,13.31,7.57%
2018-10-24,插屏,八分音符酱-vivo-插屏,"2,502",157,19.42,7.76,6.27%
2018-10-24,插屏,你胖你先吃-4399-插屏,0,0,0.00,0.00,0.00%
2018-10-24,Banner,飞刀射击-vivo-横幅,"1,935",18,1.77,0.91,0.93%
2018-10-24,开屏,开心玻璃杯-qihoo-开屏,"2,408",144,21.05,8.74,5.98%
2018-10-24,Banner,六角拼拼-安卓-横幅,52,0,0.00,0.00,0.00%
2018-10-24,开屏,寻光-oppo-开屏,994,51,8.06,8.11,5.13%
2018-10-24,插屏,十字绣-vivo-插屏,"5,797",578,19.03,3.28,9.97%
2018-10-24,开屏,指尖飞车-oppo-开屏,7,0,0.01,1.43,0.00%
2018-10-24,插屏,纽扣的游戏-安智-插屏,0,0,0.00,0.00,0.00%
2018-10-24,插屏,开心玻璃杯-oppo-插屏,127,3,0.20,1.57,2.36%
2018-10-24,插屏,羽毛球大乱斗-插屏,126,8,0.65,5.16,6.35%
2018-10-24,Banner,跳弹-联想-横幅,365,0,0.02,0.05,0.00%
2018-10-24,开屏,纽扣的游戏-vivo-开屏,300,43,5.42,18.07,14.33%
2018-10-24,原生,欢乐打豆豆-通用-退出广告-自,0,0,0.00,0.00,0.00%
2018-10-24,开屏,纽扣的游戏-华为-开屏,9,0,0.00,0.00,0.00%
2018-10-24,插屏,欢乐打豆豆-应用宝-插屏,"1,210",42,2.77,2.29,3.47%
2018-10-24,Banner,十字绣-qihoo-横幅,513,0,0.02,0.04,0.00%
2018-10-24,Banner,球球大战方块-小米-横幅,"1,159",2,0.15,0.13,0.17%
2018-10-24,插屏,欢乐球球-小米-插屏,171,9,1.02,5.96,5.26%
2018-10-24,Banner,保护气球-360-横幅,"2,040",9,1.19,0.58,0.44%
2018-10-24,开屏,保护气球-taptap-开屏,49,3,1.76,35.92,6.12%
2018-10-24,Banner,贪吃蛇大战2048-小米-横幅,146,0,0.04,0.27,0.00%
2018-10-24,Banner,欢乐球球-小米-横幅,203,1,0.07,0.34,0.49%
2018-10-24,插屏,指尖陀螺-阿里云-插屏-新,0,0,0.00,0.00,0.00%
2018-10-24,插屏,八分音符酱-oppo-插屏,"9,014",626,43.81,4.86,6.94%
2018-10-24,开屏,纽扣的游戏-联想-开屏,16,3,0.18,11.25,18.75%
2018-10-24,插屏,球球跳一跳-taptap-插屏,4,0,0.00,0.00,0.00%
2018-10-24,插屏,吃鸡大英雄-oppo-插屏,35,5,0.38,10.86,14.29%
2018-10-24,开屏,球球大战方块-联想-激励开屏,20,0,0.04,2.00,0.00%
2018-10-24,Banner,欢乐打豆豆-oppo-横幅,"52,534",144,16.12,0.31,0.27%
2018-10-24,Banner,吃鸡大英雄-小米-横幅,259,4,0.28,1.08,1.54%
2018-10-24,开屏,贪吃蛇大战2048-vivo-开屏,568,52,6.30,11.09,9.15%
2018-10-24,插屏,跳弹4399-插屏,0,0,0.00,0.00,0.00%
2018-10-24,插屏,跳弹-OPPO-插屏-新,0,0,0.00,0.00,0.00%
2018-10-24,插屏,皮皮虾我们走-百度-插屏,0,0,0.00,0.00,0.00%
2018-10-24,Banner,欢乐打豆豆-魅族-横幅,"1,819",5,0.47,0.26,0.27%
2018-10-24,插屏,十字绣-金立游戏-激励插屏,0,0,0.00,0.00,0.00%
2018-10-24,原生,指尖飞车-好游-开屏(原),139,13,2.20,15.83,9.35%
2018-10-24,插屏,地表最强音-金立游戏-插屏,58,2,0.19,3.28,3.45%
2018-10-24,插屏,贪吃蛇大战2048-应用宝-插屏,391,32,2.76,7.06,8.18%
2018-10-24,插屏,六角拼拼-小米-插屏,588,25,2.56,4.35,4.25%
2018-10-24,插屏,八分音符酱-小米-插屏,300,18,1.85,6.17,6.00%
2018-10-24,插屏,吃鸡大英雄-好游-插屏,48,2,0.03,0.63,4.17%
2018-10-24,插屏,贪吃蛇大战2048-oppo-插屏,"1,063",71,6.12,5.76,6.68%
2018-10-24,开屏,贪吃蛇大战2048-华为-开屏,22,1,0.21,9.55,4.55%
2018-10-24,开屏,保护气球-魅族-开屏,11,0,0.01,0.91,0.00%
2018-10-25,开屏,十字绣hj-hj-开屏,3,0,0.00,0.00,0.00%
2018-10-25,插屏,六角拼拼-金立游戏-插屏,65,4,0.34,5.23,6.15%
2018-10-25,开屏,欢乐打豆豆-三星-开屏,1,0,0.00,0.00,0.00%
2018-10-25,Banner,贪吃大作战-魅族-横幅,20,0,0.00,0.00,0.00%
2018-10-25,开屏,贪吃蛇大战2048-应用宝-开屏,60,11,1.07,17.83,18.33%
2018-10-25,插屏,开心玻璃杯-qihoo-插屏,"3,639",163,13.73,3.77,4.48%
2018-10-25,插屏,奇妙的森林-4399-插屏,4,1,0.08,20.00,25.00%
2018-10-25,Banner,皮皮虾我们走-百度-横幅,1,0,0.00,0.00,0.00%
2018-10-25,插屏,贪吃蛇大战2048-青柠-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,十字绣-oppo-激励开屏,415,22,2.42,5.83,5.30%
2018-10-25,Banner,红心大战接龙-金立游戏-横幅,"3,222",9,1.21,0.38,0.28%
2018-10-25,开屏,十字绣-应用宝-开屏,568,22,4.67,8.22,3.87%
2018-10-25,开屏,保护气球-小米-开屏,59,5,0.73,12.37,8.47%
2018-10-25,开屏,保护气球-华为-开屏,"2,990",320,36.29,12.14,10.70%
2018-10-25,插屏,八分音符酱-百度-插屏-1.3.0,171,9,1.41,8.25,5.26%
2018-10-25,插屏,八分音符酱4399-插屏,19,0,0.01,0.53,0.00%
2018-10-25,开屏,疯狂投篮-oppo-开屏,"3,238",520,56.39,17.42,16.06%
2018-10-25,Banner,十字绣-金立游戏-横幅,"1,053",6,0.36,0.34,0.57%
2018-10-25,插屏,贪吃蛇大战2048-vivo-插屏,"1,331",71,6.32,4.75,5.33%
2018-10-25,Banner,保护气球-小米-横幅,621,1,0.08,0.13,0.16%
2018-10-25,Banner,红心大战接龙-oppo-横幅,"88,244",287,35.49,0.40,0.33%
2018-10-25,开屏,红心大战接龙-4399-开屏1,875,50,6.26,7.15,5.71%
2018-10-25,插屏,地表最强音-小米-插屏,3,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-三星-插屏,4,0,0.00,0.00,0.00%
2018-10-25,插屏,球球跳-联想-插屏,76,4,0.63,8.29,5.26%
2018-10-25,开屏,红心大战接龙-qihoo-开屏,24,1,0.02,0.83,4.17%
2018-10-25,原生,贪吃蛇-青柠-退出广告-自,3,0,0.00,0.00,0.00%
2018-10-25,原生,保护气球-taptap-插屏(原),647,85,10.12,15.64,13.14%
2018-10-25,Banner,奇妙的森林-oppo-横幅,161,0,0.02,0.12,0.00%
2018-10-25,插屏,球球跳-vivo-插屏,"1,861",114,6.09,3.27,6.13%
2018-10-25,开屏,纽扣的游戏4399-开屏,216,14,1.44,6.67,6.48%
2018-10-25,Banner,指尖飞车-taptap-横幅,"2,056",8,1.11,0.54,0.39%
2018-10-25,开屏,i6066-开屏,10,1,0.30,30.00,10.00%
2018-10-25,开屏,六角拼拼-小米-开屏,264,19,2.95,11.17,7.20%
2018-10-25,开屏,球球大战方块-小米-开屏,112,2,0.08,0.71,1.79%
2018-10-25,开屏,疯狂投篮-小米-开屏,53,13,1.33,25.09,24.53%
2018-10-25,开屏,全民跳一跳-酷派-开屏,13,0,0.02,1.54,0.00%
2018-10-25,插屏,贪吃蛇大战2048-应用宝-激励插屏,0,0,0.00,0.00,0.00%
2018-10-25,Banner,贪吃蛇大战2048-九游-横幅,94,3,0.35,3.72,3.19%
2018-10-25,插屏,红心大战接龙-联想-插屏,50,2,0.43,8.60,4.00%
2018-10-25,插屏,疯狂投篮-应用宝-插屏,611,33,3.25,5.32,5.40%
2018-10-25,开屏,贪吃蛇大战20484399-开屏,21,7,0.96,45.71,33.33%
2018-10-25,Banner,纽扣的游戏-金立游戏-横幅,"1,372",27,0.71,0.52,1.97%
2018-10-25,插屏,八分音符酱-阿里云-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,吃鸡大英雄-联想-开屏,31,3,0.21,6.77,9.68%
2018-10-25,Banner,全民跳一跳-小米-横幅,132,0,0.00,0.00,0.00%
2018-10-25,插屏,指尖陀螺-联想-插屏,9,3,0.07,7.78,33.33%
2018-10-25,插屏,红心大战接龙-4399-插屏1,"1,781",38,5.19,2.91,2.13%
2018-10-25,开屏,指尖飞车-vivo-开屏,1,0,0.00,0.00,0.00%
2018-10-25,插屏,欢乐打豆豆-通用-插屏,216,17,0.87,4.03,7.87%
2018-10-25,插屏,开心玻璃杯-联想-插屏,"1,730",124,14.18,8.20,7.17%
2018-10-25,开屏,纽扣的游戏-oppo-开屏,"3,918",585,62.01,15.83,14.93%
2018-10-25,Banner,面条滑溜溜-魅族-横幅,"81,909",304,29.34,0.36,0.37%
2018-10-25,开屏,保护气球-中兴-开屏,52,2,0.28,5.38,3.85%
2018-10-25,开屏,疯狂投篮-三星-开屏,710,126,25.15,35.42,17.75%
2018-10-25,原生,指尖飞车-taptap-开屏(原),473,39,4.43,9.37,8.25%
2018-10-25,Banner,保护气球-好游-横幅,752,4,0.49,0.65,0.53%
2018-10-25,插屏,欢乐打豆豆-联想-插屏,0,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-oppo-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,开心玻璃杯-联想-开屏,"1,052",50,6.27,5.96,4.75%
2018-10-25,插屏,八分音符酱-阿里云-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-25,Banner,指尖飞车-360-横幅,74,1,0.10,1.35,1.35%
2018-10-25,开屏,飞刀射击-小米-开屏,115,14,1.21,10.52,12.17%
2018-10-25,插屏,保护气球-小米-插屏,113,5,1.20,10.62,4.42%
2018-10-25,Banner,球球跳一跳-好游-横幅,1,0,0.00,0.00,0.00%
2018-10-25,开屏,贪吃蛇大战2048-联想-开屏,94,15,2.03,21.60,15.96%
2018-10-25,开屏,纽扣的游戏-魅族-开屏,1,1,0.06,60.00,100.00%
2018-10-25,插屏,保护气球-vivo-插屏,"14,238",791,69.16,4.86,5.56%
2018-10-25,插屏,八分音符酱-九游-插屏,0,0,0.00,0.00,0.00%
2018-10-25,Banner,飞刀射击-联想-横幅,300,6,0.65,2.17,2.00%
2018-10-25,插屏,面条滑溜溜-好游-插屏,"1,922",112,6.98,3.63,5.83%
2018-10-25,开屏,贪吃蛇大战2048-通用-开屏,94,15,1.17,12.45,15.96%
2018-10-25,插屏,飞刀射击-小米-插屏,210,13,0.83,3.95,6.19%
2018-10-25,开屏,贪吃蛇大战2048-小米-开屏,162,9,0.72,4.44,5.56%
2018-10-25,Banner,十字绣-联想-横幅,263,3,0.41,1.56,1.14%
2018-10-25,Banner,开心玻璃杯-qihoo-横幅,"6,808",31,4.28,0.63,0.46%
2018-10-25,开屏,奇妙的森林-小米-开屏,5,0,0.00,0.00,0.00%
2018-10-25,插屏,球球跳一跳-联想-插屏,68,4,0.48,7.06,5.88%
2018-10-25,插屏,斗图大作战-插屏,3,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-通用-插屏-新,10,1,0.22,22.00,10.00%
2018-10-25,Banner,全民跳一跳-努比亚-横幅,205,3,0.25,1.22,1.46%
2018-10-25,Banner,指尖飞车-联想-横幅,83,0,0.02,0.24,0.00%
2018-10-25,Banner,球球跳-联想-横幅,302,2,0.34,1.13,0.66%
2018-10-25,插屏,魅影车手-好游-插屏,124,4,0.20,1.61,3.23%
2018-10-25,插屏,面条滑溜溜-魅族-插屏,"136,127","10,450",422.17,3.10,7.68%
2018-10-25,Banner,纽扣的游戏-通用-横幅-新,187,0,0.04,0.21,0.00%
2018-10-25,Banner,疯狂投篮-oppo-横幅,"6,896",312,27.31,3.96,4.52%
2018-10-25,插屏,保护气球-三星-插屏,591,34,3.73,6.31,5.75%
2018-10-25,插屏,保护气球-好游-插屏,3,0,0.01,3.33,0.00%
2018-10-25,插屏,保护气球-中兴-插屏,753,30,3.29,4.37,3.98%
2018-10-25,Banner,开心玻璃杯-联想-横幅,"4,341",10,0.95,0.22,0.23%
2018-10-25,插屏,小飞机大战-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,十字绣-小米-开屏,370,20,3.56,9.62,5.41%
2018-10-25,插屏,寻光4399-插屏,6,0,0.00,0.00,0.00%
2018-10-25,插屏,红心大战接龙-vivo-插屏,"7,201",192,28.95,4.02,2.67%
2018-10-25,开屏,疯狂投篮-好游快爆-开屏,149,9,1.45,9.73,6.04%
2018-10-25,开屏,六角拼拼-联想-开屏,61,4,0.38,6.23,6.56%
2018-10-25,开屏,飞刀射击-联想-开屏,56,3,1.12,20.00,5.36%
2018-10-25,开屏,地表最强音-oppo-开屏,35,2,0.15,4.29,5.71%
2018-10-25,Banner,疯狂投篮-好游快爆-横幅,536,7,1.38,2.57,1.31%
2018-10-25,开屏,纽扣的游戏-金立游戏-开屏,213,36,4.09,19.20,16.90%
2018-10-25,Banner,开心玻璃杯-好游快爆-横幅,"1,867",10,0.73,0.39,0.54%
2018-10-25,Banner,十字绣-4399-横幅,"1,731",5,0.74,0.43,0.29%
2018-10-25,插屏,六角拼拼-小米-激励插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,十字绣-qihoo-开屏,52,3,1.24,23.85,5.77%
2018-10-25,原生,贪吃蛇大战2048-百度-锁屏广告,4,0,0.02,5.00,0.00%
2018-10-25,开屏,贪吃蛇大战2048-三星-开屏,205,17,3.23,15.76,8.29%
2018-10-25,插屏,寻光-联想-插屏,3,0,0.00,0.00,0.00%
2018-10-25,Banner,保护气球-联想-横幅,"1,033",11,2.98,2.88,1.06%
2018-10-25,Banner,吃鸡大英雄-vivo-横幅,"12,871",197,24.80,1.93,1.53%
2018-10-25,插屏,纽扣的游戏-魅族-插屏,0,0,0.00,0.00,0.00%
2018-10-25,Banner,欢乐球球-4399-横幅,217,1,0.05,0.23,0.46%
2018-10-25,插屏,球球大战方块-好游-插屏,44,1,0.21,4.77,2.27%
2018-10-25,开屏,六角拼拼-金立游戏-开屏,10,0,0.00,0.00,0.00%
2018-10-25,Banner,球球大战方块-联想-横幅,10,0,0.00,0.00,0.00%
2018-10-25,插屏,面条滑溜溜-oppo-插屏,"3,329",270,18.32,5.50,8.11%
2018-10-25,原生,八分音符酱-4399-退出广告-自,37,0,0.02,0.54,0.00%
2018-10-25,插屏,地表最强音-oppo-插屏,90,3,0.24,2.67,3.33%
2018-10-25,插屏,全民跳一跳-4399-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,面条滑溜溜-oppo-开屏,566,44,4.66,8.23,7.77%
2018-10-25,插屏,玩转羽毛球-通用-插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,贪吃蛇大战2048-oppo-开屏,937,130,17.89,19.09,13.87%
2018-10-25,开屏,跳弹-oppo-开屏,0,0,0.00,0.00,0.00%
2018-10-25,Banner,纽扣的游戏-oppo-横幅,"9,801",130,10.82,1.10,1.33%
2018-10-25,插屏,吃鸡大英雄-小米-插屏,508,31,1.52,2.99,6.10%
2018-10-25,开屏,奇妙的森林-联想-开屏,5,0,0.02,4.00,0.00%
2018-10-25,插屏,指尖陀螺-努比亚-插屏,56,1,0.01,0.18,1.79%
2018-10-25,插屏,滚动的球球-联想-插屏,167,19,1.79,10.72,11.38%
2018-10-25,Banner,老板锁屏-横幅,"39,211",209,24.60,0.63,0.53%
2018-10-25,Banner,完美贴合-小米-横幅,61,0,0.01,0.16,0.00%
2018-10-25,Banner,线条飞跃-360-横幅,119,0,0.02,0.17,0.00%
2018-10-25,插屏,贪吃蛇大战2048-小米-插屏,"1,064",72,3.34,3.14,6.77%
2018-10-25,开屏,开心玻璃杯-好游快爆-开屏,231,20,1.99,8.61,8.66%
2018-10-25,插屏,全民跳一跳-oppo-插屏,"3,980",313,20.62,5.18,7.86%
2018-10-25,插屏,十字绣-小米-激励插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,保护气球-好游-开屏,1,0,0.00,0.00,0.00%
2018-10-25,原生,开心玻璃杯-中兴-插屏(原),41,14,0.59,14.39,34.15%
2018-10-25,开屏,红心大战接龙-联想-开屏,71,5,0.99,13.94,7.04%
2018-10-25,原生,皮皮虾我们走-百度-退出广告-自,0,0,0.00,0.00,0.00%
2018-10-25,插屏,寻光-百度-插屏,176,2,0.37,2.10,1.14%
2018-10-25,插屏,红心大战接龙-小米-插屏,750,21,2.65,3.53,2.80%
2018-10-25,开屏,地表最强音-金立游戏-开屏,20,1,0.06,3.00,5.00%
2018-10-25,开屏,纽扣的游戏-通用-开屏-新,3,0,0.00,0.00,0.00%
2018-10-25,Banner,红心大战接龙-4399-横幅1,"6,643",26,3.96,0.60,0.39%
2018-10-25,开屏,保护气球-金立游戏-开屏,188,11,1.56,8.30,5.85%
2018-10-25,原生,贪吃蛇大战20484399-退出广告-自,2,0,0.00,0.00,0.00%
2018-10-25,Banner,八分音符酱-酷派-横幅,15,2,0.14,9.33,13.33%
2018-10-25,Banner,开心玻璃杯-oppo-横幅,254,3,0.33,1.30,1.18%
2018-10-25,开屏,八分音符酱-vivo-开屏,"1,007",108,15.03,14.93,10.72%
2018-10-25,插屏,贪吃蛇大战20484399-插屏,61,3,0.67,10.98,4.92%
2018-10-25,原生,指尖飞车-taptap-插屏(原),760,148,21.32,28.05,19.47%
2018-10-25,插屏,欢乐打豆豆-通用-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-25,插屏,活色生香换装-插屏,0,0,0.00,0.00,0.00%
2018-10-25,插屏,保护气球-4399-插屏,575,34,2.85,4.96,5.91%
2018-10-25,插屏,保护气球-魅族-插屏,7,2,0.06,8.57,28.57%
2018-10-25,插屏,寻光-应用宝-插屏,132,11,0.34,2.58,8.33%
2018-10-25,开屏,八分音符酱-百度-开屏,402,30,4.05,10.07,7.46%
2018-10-25,开屏,跳弹4399-开屏,2,0,0.00,0.00,0.00%
2018-10-25,开屏,球球跳一跳-联想-开屏,42,5,0.41,9.76,11.90%
2018-10-25,开屏,疯狂投篮-魅族-开屏1,159,22,1.27,7.99,13.84%
2018-10-25,插屏,保护气球-taptap-插屏,29,2,0.18,6.21,6.90%
2018-10-25,开屏,欢乐打豆豆-oppo-开屏,"2,674",203,32.87,12.29,7.59%
2018-10-25,Banner,指尖陀螺-vivo-横幅,578,6,1.06,1.83,1.04%
2018-10-25,插屏,线条飞跃-小米-插屏,"1,544",56,5.81,3.76,3.63%
2018-10-25,开屏,欢乐球球-4399-开屏,69,8,1.36,19.71,11.59%
2018-10-25,插屏,面条滑溜溜-qihoo-插屏,"2,685",142,19.69,7.33,5.29%
2018-10-25,插屏,八分音符-纽扣助手-插屏,17,1,0.08,4.71,5.88%
2018-10-25,插屏,贪吃大作战-魅族-插屏,11,0,0.00,0.00,0.00%
2018-10-25,Banner,十字绣hj-hj-横幅,13,0,0.00,0.00,0.00%
2018-10-25,Banner,贪吃蛇大战2048-华为-横幅,22,0,0.00,0.00,0.00%
2018-10-25,插屏,疯狂投篮-九游-插屏,0,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-联想-插屏,0,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-九游-插屏,0,0,0.00,0.00,0.00%
2018-10-25,Banner,贪吃蛇大战2048-魅族-横幅,865,10,0.91,1.05,1.16%
2018-10-25,开屏,指尖陀螺-阿里云-开屏-新,1,0,0.00,0.00,0.00%
2018-10-25,插屏,纽扣的游戏-vivo-插屏,"3,935",306,40.64,10.33,7.78%
2018-10-25,插屏,保护气球-金立游戏-插屏,625,56,1.58,2.53,8.96%
2018-10-25,开屏,指尖陀螺-小米-开屏,12,1,0.01,0.83,8.33%
2018-10-25,插屏,十字绣-qihoo-插屏,82,11,0.93,11.34,13.41%
2018-10-25,开屏,面条滑溜溜-好游-开屏,124,11,2.03,16.37,8.87%
2018-10-25,开屏,完美贴合-小米-开屏,3,0,0.00,0.00,0.00%
2018-10-25,Banner,指尖陀螺-小米-横幅,47,4,0.64,13.62,8.51%
2018-10-25,插屏,飞刀射击-联想-插屏,42,1,0.10,2.38,2.38%
2018-10-25,插屏,全民跳一跳-努比亚-插屏,172,4,0.81,4.71,2.33%
2018-10-25,开屏,皮皮虾我们走-oppo-开屏,1,1,0.09,90.00,100.00%
2018-10-25,开屏,线条飞跃-360-开屏,10,2,0.03,3.00,20.00%
2018-10-25,开屏,地表最强音-应用宝-开屏,1,0,0.00,0.00,0.00%
2018-10-25,插屏,开心玻璃杯-好游快爆-插屏,241,15,1.31,5.44,6.22%
2018-10-25,Banner,面条滑溜溜-好游-横幅,"2,212",3,0.73,0.33,0.14%
2018-10-25,开屏,一球爆破-小米-开屏,15,2,0.03,2.00,13.33%
2018-10-25,Banner,六角拼拼-金立游戏-横幅,377,0,0.00,0.00,0.00%
2018-10-25,开屏,十字绣-4399-开屏,421,23,2.30,5.46,5.46%
2018-10-25,开屏,滚动的球球-联想-开屏,98,18,1.91,19.49,18.37%
2018-10-25,Banner,跳弹4399-横幅,11,0,0.00,0.00,0.00%
2018-10-25,Banner,地表最强音-应用宝-横幅,1,0,0.00,0.00,0.00%
2018-10-25,开屏,地表最强音-魅族-开屏,13,2,0.14,10.77,15.38%
2018-10-25,Banner,红心大战接龙-vivo-横幅,"40,866",86,12.61,0.31,0.21%
2018-10-25,Banner,跳弹-oppo-横幅,0,0,0.00,0.00,0.00%
2018-10-25,Banner,地表最强音-oppo-横幅,30,0,0.01,0.33,0.00%
2018-10-25,Banner,保护气球-金立游戏-横幅,758,8,0.57,0.75,1.06%
2018-10-25,Banner,吃鸡大英雄-好游-横幅,352,1,0.10,0.28,0.28%
2018-10-25,插屏,飞刀射击-4399-插屏,161,10,0.54,3.35,6.21%
2018-10-25,插屏,欢乐打豆豆-oppo-激励插屏,0,0,0.00,0.00,0.00%
2018-10-25,开屏,球球跳-联想-开屏,71,10,0.88,12.39,14.08%
2018-10-25,开屏,疯狂投篮4399-开屏,104,11,1.51,14.52,10.58%
2018-10-25,Banner,滑稽大冒险-横幅,183,1,0.11,0.60,0.55%
2018-10-25,开屏,吃鸡大英雄-tap-开屏,240,16,0.54,2.25,6.67%
2018-10-25,Banner,地表最强音-金立游戏-横幅,16,0,0.00,0.00,0.00%
2018-10-25,开屏,贪吃蛇大战2048-魅族-激励开屏,312,49,5.31,17.02,15.71%
2018-10-25,插屏,八分音符酱-百度-插屏,18,2,0.34,18.89,11.11%
2018-10-25,Banner,滚动的球球-联想-横幅,616,1,0.32,0.52,0.16%
2018-10-25,Banner,开心玻璃杯-vivo-横幅,"75,655",287,51.38,0.68,0.38%
2018-10-25,开屏,皮皮虾我们走-百度-开屏,13,0,0.00,0.00,0.00%
2018-10-25,开屏,球球跳-oppo-开屏,"1,040",122,23.60,22.69,11.73%
2018-10-25,开屏,保护气球-oppo-开屏,102,13,2.78,27.25,12.75%
2018-10-25,开屏,十字绣-金立游戏-开屏,100,5,0.72,7.20,5.00%
2018-10-25,插屏,全民跳一跳-小米-插屏,175,12,1.08,6.17,6.86%
2018-10-25,插屏,指尖陀螺-oppo-插屏,"2,355",80,3.15,1.34,3.40%
2018-10-25,Banner,纽扣的游戏-vivo-横幅,"4,343",57,8.21,1.89,1.31%
2018-10-25,插屏,疯狂投篮-vivo-插屏,"1,653",88,12.96,7.84,5.32%
2018-10-25,插屏,纽扣的游戏-小米-插屏,241,21,1.42,5.89,8.71%
2018-10-25,插屏,球球跳一跳-好游-插屏,1,0,0.00,0.00,0.00%
2018-10-25,Banner,疯狂投篮4399-横,647,9,2.04,3.15,1.39%
2018-10-25,插屏,一球爆破-联想-插屏,43,3,0.21,4.88,6.98%
2018-10-25,开屏,全民跳跳跳-taptap-开屏,70,7,0.63,9.00,10.00%
2018-10-25,Banner,一球爆破-oppo-横幅,"3,217",14,1.31,0.41,0.44%
2018-10-25,插屏,疯狂投篮-联想-插屏,14,0,0.00,0.00,0.00%
2018-10-25,开屏,欢乐球球-小米-开屏,99,12,1.77,17.88,12.12%
2018-10-25,开屏,六角拼拼-oppo-开屏,421,35,6.23,14.80,8.31%
2018-10-25,Banner,羽毛球大乱斗-banner,535,4,1.09,2.04,0.75%
2018-10-25,开屏,全民跳一跳-小米-开屏,23,2,0.28,12.17,8.70%
2018-10-25,开屏,面条滑溜溜-小米-开屏,90,12,1.61,17.89,13.33%
2018-10-25,开屏,红心大战接龙-oppo-开屏,"11,480",623,98.72,8.60,5.43%
2018-10-25,Banner,全民跳一跳4399-横幅,16,3,0.46,28.75,18.75%
2018-10-25,Banner,疯狂投篮-联想-横幅,19,0,0.00,0.00,0.00%
2018-10-25,开屏,保护气球-vivo-开屏,"3,321",232,29.02,8.74,6.99%
2018-10-25,插屏,贪吃蛇大战2048-oppo-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-25,开屏,飞刀射击-金立-开屏,7,1,0.11,15.71,14.29%
2018-10-25,Banner,八分音符酱-联想-横幅-新,3,0,0.00,0.00,0.00%
2018-10-25,Banner,六角拼拼-vivo-横幅,"18,830",76,9.46,0.50,0.40%
2018-10-25,开屏,十字绣-联想-激励开屏,13,0,0.04,3.08,0.00%
2018-10-25,开屏,十字绣-小米-激励开屏,155,5,0.74,4.77,3.23%
