时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018-10-23,Banner,欢乐球球-4399-横幅,455,2,0.16,0.35,0.44%
2018-10-23,插屏,球球大战方块-好游-插屏,5,0,0.00,0.00,0.00%
2018-10-23,开屏,六角拼拼-金立游戏-开屏,30,3,0.37,12.33,10.00%
2018-10-23,Banner,球球大战方块-联想-横幅,6,0,0.00,0.00,0.00%
2018-10-23,插屏,面条滑溜溜-oppo-插屏,"1,679",175,9.00,5.36,10.42%
2018-10-23,原生,八分音符酱-4399-退出广告-自,34,0,0.02,0.59,0.00%
2018-10-23,插屏,地表最强音-oppo-插屏,82,4,0.37,4.51,4.88%
2018-10-23,插屏,全民跳一跳-4399-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,面条滑溜溜-oppo-开屏,297,32,3.43,11.55,10.77%
2018-10-23,插屏,玩转羽毛球-通用-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,贪吃蛇大战2048-oppo-开屏,949,147,18.37,19.36,15.49%
2018-10-23,Banner,纽扣的游戏-oppo-横幅,"10,428",179,15.93,1.53,1.72%
2018-10-23,插屏,吃鸡大英雄-小米-插屏,325,15,1.13,3.48,4.62%
2018-10-23,开屏,奇妙的森林-联想-开屏,10,2,0.18,18.00,20.00%
2018-10-23,插屏,指尖陀螺-努比亚-插屏,74,4,0.28,3.78,5.41%
2018-10-23,插屏,滚动的球球-联想-插屏,187,18,2.46,13.16,9.63%
2018-10-23,Banner,老板锁屏-横幅,"31,617",135,15.02,0.48,0.43%
2018-10-23,Banner,完美贴合-小米-横幅,241,0,0.06,0.25,0.00%
2018-10-23,Banner,线条飞跃-360-横幅,96,0,0.05,0.52,0.00%
2018-10-23,插屏,贪吃蛇大战2048-小米-插屏,383,26,1.86,4.86,6.79%
2018-10-23,开屏,开心玻璃杯-好游快爆-开屏,376,27,3.01,8.01,7.18%
2018-10-23,插屏,全民跳一跳-oppo-插屏,"3,217",279,17.35,5.39,8.67%
2018-10-23,开屏,红心大战接龙-联想-开屏,38,1,0.37,9.74,2.63%
2018-10-23,原生,皮皮虾我们走-百度-退出广告-自,0,0,0.00,0.00,0.00%
2018-10-23,插屏,寻光-百度-插屏,58,3,0.48,8.28,5.17%
2018-10-23,插屏,红心大战接龙-小米-插屏,913,31,3.75,4.11,3.40%
2018-10-23,开屏,地表最强音-金立游戏-开屏,0,0,0.00,0.00,0.00%
2018-10-23,Banner,红心大战接龙-4399-横幅1,"7,820",22,2.46,0.31,0.28%
2018-10-23,插屏,八分音符酱-OPPO-插屏-新,0,0,0.00,0.00,0.00%
2018-10-23,开屏,保护气球-金立游戏-开屏,167,6,1.06,6.35,3.59%
2018-10-23,原生,贪吃蛇大战20484399-退出广告-自,1,0,0.00,0.00,0.00%
2018-10-23,Banner,八分音符酱-酷派-横幅,70,0,0.00,0.00,0.00%
2018-10-23,Banner,开心玻璃杯-oppo-横幅,472,2,0.30,0.64,0.42%
2018-10-23,开屏,八分音符酱-vivo-开屏,965,103,13.72,14.22,10.67%
2018-10-23,插屏,贪吃蛇大战20484399-插屏,123,3,0.22,1.79,2.44%
2018-10-23,原生,指尖飞车-taptap-插屏(原),832,152,21.07,25.32,18.27%
2018-10-23,插屏,欢乐打豆豆-通用-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-23,插屏,活色生香换装-插屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,保护气球-4399-插屏,308,7,0.97,3.15,2.27%
2018-10-23,插屏,保护气球-魅族-插屏,40,2,0.17,4.25,5.00%
2018-10-23,插屏,寻光-应用宝-插屏,299,11,1.16,3.88,3.68%
2018-10-23,开屏,八分音符酱-百度-开屏,225,23,2.65,11.78,10.22%
2018-10-23,开屏,跳弹4399-开屏,2,1,0.34,170.00,50.00%
2018-10-23,开屏,球球跳一跳-联想-开屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,疯狂投篮-魅族-开屏1,97,11,1.26,12.99,11.34%
2018-10-23,插屏,保护气球-taptap-插屏,53,4,0.27,5.09,7.55%
2018-10-23,开屏,欢乐打豆豆-oppo-开屏,"2,246",195,31.02,13.81,8.68%
2018-10-23,Banner,指尖陀螺-vivo-横幅,525,9,1.57,2.99,1.71%
2018-10-23,插屏,线条飞跃-小米-插屏,914,39,3.77,4.12,4.27%
2018-10-23,开屏,欢乐球球-4399-开屏,70,9,1.35,19.29,12.86%
2018-10-23,插屏,面条滑溜溜-qihoo-插屏,4,0,0.00,0.00,0.00%
2018-10-23,插屏,八分音符-纽扣助手-插屏,29,3,0.19,6.55,10.34%
2018-10-23,Banner,十字绣hj-hj-横幅,1,0,0.00,0.00,0.00%
2018-10-23,Banner,贪吃蛇大战2048-华为-横幅,10,0,0.00,0.00,0.00%
2018-10-23,插屏,纽扣的游戏-联想-插屏,2,0,0.00,0.00,0.00%
2018-10-23,插屏,纽扣的游戏-九游-插屏,0,0,0.00,0.00,0.00%
2018-10-23,Banner,贪吃蛇大战2048-魅族-横幅,904,19,1.42,1.57,2.10%
2018-10-23,开屏,指尖陀螺-阿里云-开屏-新,2,2,0.37,185.00,100.00%
2018-10-23,插屏,纽扣的游戏-vivo-插屏,"4,239",387,49.64,11.71,9.13%
2018-10-23,插屏,贪吃蛇大战2048hj-hj-插屏,1,0,0.00,0.00,0.00%
2018-10-23,插屏,保护气球-金立游戏-插屏,647,44,1.83,2.83,6.80%
2018-10-23,开屏,指尖陀螺-小米-开屏,42,3,0.35,8.33,7.14%
2018-10-23,插屏,十字绣-qihoo-插屏,84,12,0.85,10.12,14.29%
2018-10-23,开屏,面条滑溜溜-好游-开屏,108,5,0.93,8.61,4.63%
2018-10-23,开屏,完美贴合-小米-开屏,85,0,0.11,1.29,0.00%
2018-10-23,Banner,指尖陀螺-小米-横幅,253,5,0.34,1.34,1.98%
2018-10-23,插屏,飞刀射击-联想-插屏,50,1,0.02,0.40,2.00%
2018-10-23,插屏,全民跳一跳-努比亚-插屏,216,12,0.63,2.92,5.56%
2018-10-23,开屏,皮皮虾我们走-oppo-开屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,线条飞跃-360-开屏,11,1,0.14,12.73,9.09%
2018-10-23,开屏,地表最强音-应用宝-开屏,1,0,0.00,0.00,0.00%
2018-10-23,插屏,开心玻璃杯-好游快爆-插屏,328,16,1.80,5.49,4.88%
2018-10-23,Banner,面条滑溜溜-好游-横幅,"1,818",3,0.83,0.46,0.17%
2018-10-23,开屏,一球爆破-小米-开屏,50,2,0.16,3.20,4.00%
2018-10-23,Banner,六角拼拼-金立游戏-横幅,446,2,0.18,0.40,0.45%
2018-10-23,开屏,十字绣-4399-开屏,510,15,2.60,5.10,2.94%
2018-10-23,开屏,滚动的球球-联想-开屏,103,15,2.00,19.42,14.56%
2018-10-23,Banner,跳弹4399-横幅,0,0,0.00,0.00,0.00%
2018-10-23,开屏,贪吃蛇大战2048-联想-激励开屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,地表最强音-魅族-开屏,7,2,0.25,35.71,28.57%
2018-10-23,Banner,红心大战接龙-vivo-横幅,"41,328",124,16.20,0.39,0.30%
2018-10-23,Banner,地表最强音-oppo-横幅,24,1,0.19,7.92,4.17%
2018-10-23,Banner,保护气球-金立游戏-横幅,774,4,0.37,0.48,0.52%
2018-10-23,Banner,吃鸡大英雄-好游-横幅,264,3,0.28,1.06,1.14%
2018-10-23,插屏,飞刀射击-4399-插屏,146,14,1.84,12.60,9.59%
2018-10-23,插屏,欢乐打豆豆-oppo-激励插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,球球跳-联想-开屏,73,12,1.55,21.23,16.44%
2018-10-23,开屏,疯狂投篮4399-开屏,107,11,1.34,12.52,10.28%
2018-10-23,Banner,滑稽大冒险-横幅,287,5,0.96,3.34,1.74%
2018-10-23,开屏,吃鸡大英雄-tap-开屏,162,57,0.61,3.77,35.19%
2018-10-23,原生,保护气球-qihoo-开屏(原),15,0,0.00,0.00,0.00%
2018-10-23,Banner,地表最强音-金立游戏-横幅,22,0,0.00,0.00,0.00%
2018-10-23,原生,开心玻璃杯-好游-开屏(原),6,0,0.00,0.00,0.00%
2018-10-23,开屏,贪吃蛇大战2048-魅族-激励开屏,252,27,3.07,12.18,10.71%
2018-10-23,插屏,八分音符酱-百度-插屏,10,0,0.00,0.00,0.00%
2018-10-23,Banner,滚动的球球-联想-横幅,699,3,0.44,0.63,0.43%
2018-10-23,Banner,开心玻璃杯-vivo-横幅,"75,502",261,41.40,0.55,0.35%
2018-10-23,开屏,球球跳-oppo-开屏,7,0,0.00,0.00,0.00%
2018-10-23,开屏,保护气球-oppo-开屏,90,12,4.56,50.67,13.33%
2018-10-23,开屏,十字绣-金立游戏-开屏,91,8,1.05,11.54,8.79%
2018-10-23,插屏,全民跳一跳-小米-插屏,47,4,0.54,11.49,8.51%
2018-10-23,插屏,指尖陀螺-oppo-插屏,"1,365",61,2.01,1.47,4.47%
2018-10-23,Banner,纽扣的游戏-vivo-横幅,"4,223",53,5.98,1.42,1.26%
2018-10-23,插屏,疯狂投篮-vivo-插屏,"2,273",95,13.04,5.74,4.18%
2018-10-23,插屏,纽扣的游戏-小米-插屏,243,25,1.25,5.14,10.29%
2018-10-23,插屏,球球跳一跳-好游-插屏,2,0,0.00,0.00,0.00%
2018-10-23,Banner,疯狂投篮4399-横,764,20,3.47,4.54,2.62%
2018-10-23,开屏,全民跳跳跳-taptap-开屏,21,2,0.12,5.71,9.52%
2018-10-23,Banner,一球爆破-oppo-横幅,"1,824",13,1.32,0.72,0.71%
2018-10-23,插屏,疯狂投篮-联想-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,欢乐球球-小米-开屏,75,4,0.82,10.93,5.33%
2018-10-23,开屏,六角拼拼-oppo-开屏,460,17,2.59,5.63,3.70%
2018-10-23,Banner,羽毛球大乱斗-banner,245,2,0.16,0.65,0.82%
2018-10-23,开屏,全民跳一跳-小米-开屏,7,2,0.26,37.14,28.57%
2018-10-23,开屏,面条滑溜溜-小米-开屏,188,24,2.29,12.18,12.77%
2018-10-23,插屏,八分音符酱-努比亚-插屏,56,5,0.34,6.07,8.93%
2018-10-23,开屏,红心大战接龙-oppo-开屏,"10,378",572,91.83,8.85,5.51%
2018-10-23,Banner,全民跳一跳4399-横幅,2,0,0.00,0.00,0.00%
2018-10-23,开屏,保护气球-vivo-开屏,"3,465",267,30.86,8.91,7.71%
2018-10-23,插屏,贪吃蛇大战2048-oppo-插屏-激励,0,0,0.00,0.00,0.00%
2018-10-23,开屏,飞刀射击-金立-开屏,18,0,0.01,0.56,0.00%
2018-10-23,开屏,滚动的球球-好游-开屏,2,0,0.00,0.00,0.00%
2018-10-23,Banner,六角拼拼-vivo-横幅,"20,355",69,8.31,0.41,0.34%
2018-10-23,开屏,十字绣-联想-激励开屏,12,0,0.01,0.83,0.00%
2018-10-23,开屏,十字绣-小米-激励开屏,97,5,0.67,6.91,5.15%
2018-10-23,插屏,六角拼拼-魅族-插屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,面条滑溜溜-小米-插屏,874,59,3.96,4.53,6.75%
2018-10-23,插屏,十字绣hj-hj-插屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,奇妙的森林-oppo-插屏,105,9,0.86,8.19,8.57%
2018-10-23,插屏,欢乐打豆豆-oppo-插屏,"9,815",468,36.35,3.70,4.77%
2018-10-23,开屏,欢乐打豆豆-应用宝-开屏,136,15,3.45,25.37,11.03%
2018-10-23,插屏,奇妙的森林-金立游戏-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,八分音符酱-OPPO-开屏,"5,550",590,59.43,10.71,10.63%
2018-10-23,插屏,疯狂投篮-好游快爆-插屏,226,9,0.60,2.65,3.98%
2018-10-23,Banner,保护气球-oppo-横幅,368,7,0.67,1.82,1.90%
2018-10-23,开屏,纽扣的游戏-小米-开屏,38,5,1.07,28.16,13.16%
2018-10-23,插屏,欢乐球球-tap-插屏,63,3,0.16,2.54,4.76%
2018-10-23,插屏,寻光-魅族-插屏,4,0,0.01,2.50,0.00%
2018-10-23,原生,保护气球-好游-开屏(原),619,57,4.64,7.50,9.21%
2018-10-23,插屏,保护气球-360-插屏,"1,136",85,6.64,5.85,7.48%
2018-10-23,开屏,保护气球-联想-开屏,324,21,2.54,7.84,6.48%
2018-10-23,Banner,八分音符酱-百度-横幅,314,0,0.02,0.06,0.00%
2018-10-23,插屏,贪吃蛇大战2048-金立游戏-插屏,135,11,1.08,8.00,8.15%
2018-10-23,开屏,魅影车手-好游-开屏,27,1,0.07,2.59,3.70%
2018-10-23,Banner,吃鸡大英雄-tap-横幅,237,3,0.39,1.65,1.27%
2018-10-23,插屏,滑稽大冒险-插屏,270,7,1.18,4.37,2.59%
2018-10-23,Banner,保护气球-vivo-横幅,"16,032",127,14.76,0.92,0.79%
2018-10-23,开屏,指尖飞车-华为-开屏,184,39,4.92,26.74,21.20%
2018-10-23,插屏,一球爆破-tap-插屏,211,5,0.90,4.27,2.37%
2018-10-23,开屏,十字绣-联想-开屏,35,3,0.24,6.86,8.57%
2018-10-23,开屏,地表最强音-小米-开屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,全民跳一跳-努比亚-开屏,25,5,1.04,41.60,20.00%
2018-10-23,开屏,保护气球-三星-开屏,53,3,0.60,11.32,5.66%
2018-10-23,开屏,指尖陀螺-vivo-开屏,123,14,1.57,12.76,11.38%
2018-10-23,插屏,纽扣的游戏4399-插屏,559,28,2.43,4.35,5.01%
2018-10-23,插屏,开心玻璃杯-vivo-插屏,"64,579","2,282",277.37,4.30,3.53%
2018-10-23,Banner,全民跳跳跳-taptap-横幅,160,0,0.01,0.06,0.00%
2018-10-23,开屏,指尖飞车-360-开屏,11,3,0.54,49.09,27.27%
2018-10-23,插屏,纽扣的游戏-金立游戏-插屏,"1,723",123,7.39,4.29,7.14%
2018-10-23,插屏,十字绣-oppo-插屏,"2,481",244,10.44,4.21,9.83%
2018-10-23,开屏,指尖飞车-应用宝-开屏,46,2,1.18,25.65,4.35%
2018-10-23,插屏,假游戏2-插屏,133,5,0.77,5.79,3.76%
2018-10-23,开屏,一球爆破-联想-开屏,0,0,0.00,0.00,0.00%
2018-10-23,Banner,六角拼拼-酷派-横幅,28,2,0.15,5.36,7.14%
2018-10-23,插屏,十字绣-4399-插屏,"1,088",106,9.34,8.58,9.74%
2018-10-23,Banner,六角拼拼-联想-横幅,413,0,0.04,0.10,0.00%
2018-10-23,原生,保护气球-qihoo-插屏(原),7,0,0.00,0.00,0.00%
2018-10-23,开屏,飞刀射击-4399-开屏,60,8,1.31,21.83,13.33%
2018-10-23,Banner,线条飞跃-好游-横幅,190,1,0.17,0.89,0.53%
2018-10-23,插屏,保护气球-联想-插屏,628,34,4.51,7.18,5.41%
2018-10-23,开屏,保护气球-4399-开屏,75,3,0.50,6.67,4.00%
2018-10-23,开屏,指尖飞车-联想-开屏,94,6,1.10,11.70,6.38%
2018-10-23,开屏,一球爆破-好游-开屏,95,3,1.01,10.63,3.16%
2018-10-23,开屏,球球跳-vivo-开屏,"1,193",115,13.77,11.54,9.64%
2018-10-23,Banner,纽扣的游戏-小米-横幅,233,1,0.10,0.43,0.43%
2018-10-23,Banner,吃鸡大英雄-oppo-横幅,110,0,0.02,0.18,0.00%
2018-10-23,插屏,完美贴合-小米-插屏,94,1,0.16,1.70,1.06%
2018-10-23,开屏,贪吃蛇大战2048hj-hj-开屏,1,0,0.00,0.00,0.00%
2018-10-23,插屏,线条飞跃-魅族-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,吃鸡大英雄-小米-开屏,167,5,0.28,1.68,2.99%
2018-10-23,Banner,贪吃蛇大战2048-oppo-横幅,"1,119",9,1.03,0.92,0.80%
2018-10-23,插屏,吃鸡大英雄-tap-插屏,86,6,0.17,1.98,6.98%
2018-10-23,开屏,开心玻璃杯-小米-开屏,459,27,2.75,5.99,5.88%
2018-10-23,原生,疯狂投篮-联想-退出广告-自,2,0,0.00,0.00,0.00%
2018-10-23,Banner,飞刀射击-4399-横幅,311,4,0.65,2.09,1.29%
2018-10-23,开屏,守护你前行-ios-开屏,395,42,5.46,13.82,10.63%
2018-10-23,开屏,疯狂投篮-应用宝-开屏,49,6,1.04,21.22,12.24%
2018-10-23,插屏,六角拼拼-联想-插屏,145,2,0.17,1.17,1.38%
2018-10-23,Banner,保护气球-魅族-横幅,29,0,0.00,0.00,0.00%
2018-10-23,开屏,球与方块-ios-开屏,110,6,0.66,6.00,5.45%
2018-10-23,插屏,线条飞跃-tap-插屏,20,0,0.00,0.00,0.00%
2018-10-23,开屏,假游戏2-开屏,31,3,0.31,10.00,9.68%
2018-10-23,开屏,线条飞跃-好游-开屏,8,0,0.01,1.25,0.00%
2018-10-23,开屏,线条飞跃-tap-开屏,1,0,0.00,0.00,0.00%
2018-10-23,开屏,球球大战方块-好游-开屏,5,0,0.01,2.00,0.00%
2018-10-23,Banner,指尖飞车-好游-横幅,17,1,0.28,16.47,5.88%
2018-10-23,Banner,飞刀射击-小米-横幅,208,6,0.66,3.17,2.88%
2018-10-23,插屏,面条滑溜溜-联想-插屏,110,2,0.23,2.09,1.82%
2018-10-23,开屏,线条飞跃-小米-开屏,132,10,1.19,9.02,7.58%
2018-10-23,插屏,纽扣的游戏-oppo-插屏,"4,283",488,34.38,8.03,11.39%
2018-10-23,插屏,球球大战方块-联想-插屏,8,2,0.22,27.50,25.00%
2018-10-23,Banner,跳弹-OPPO-横幅-新,0,0,0.00,0.00,0.00%
2018-10-23,Banner,奇妙的森林-金立游戏-横幅,15,0,0.00,0.00,0.00%
2018-10-23,插屏,FreeStyle-联想-插屏,8,0,0.00,0.00,0.00%
2018-10-23,插屏,奇妙的森林-联想-插屏,2,0,0.00,0.00,0.00%
2018-10-23,开屏,全民跳一跳-oppo-开屏,953,139,20.23,21.23,14.59%
2018-10-23,插屏,纽扣的游戏-百度-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,羽毛球大乱斗-开屏,23,1,0.11,4.78,4.35%
2018-10-23,开屏,寻光-魅族-开屏,24,7,0.63,26.25,29.17%
2018-10-23,插屏,全民跳跳跳-taptap-插屏,19,1,0.07,3.68,5.26%
2018-10-23,Banner,面条滑溜溜-qihoo-横幅,10,0,0.00,0.00,0.00%
2018-10-23,插屏,暖暖换装物语-插屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,指尖飞车-360-插屏,25,2,0.20,8.00,8.00%
2018-10-23,插屏,吃鸡大英雄-联想-插屏,8,1,0.09,11.25,12.50%
2018-10-23,Banner,飞刀射击-oppo-横幅,"3,994",44,4.41,1.10,1.10%
2018-10-23,原生,贪吃蛇-联想-退出广告-自,2,0,0.00,0.00,0.00%
2018-10-23,开屏,十字绣-oppo-开屏,"1,518",146,20.86,13.74,9.62%
2018-10-23,插屏,指尖陀螺-小米-插屏,228,13,1.25,5.48,5.70%
2018-10-23,Banner,欢乐球球-联想-横幅,111,0,0.01,0.09,0.00%
2018-10-23,Banner,指尖陀螺-联想-横幅,89,0,0.00,0.00,0.00%
2018-10-23,Banner,贪吃蛇大战2048-三星-横幅,440,5,0.72,1.64,1.14%
2018-10-23,插屏,飞刀射击-oppo-插屏,"1,670",118,9.59,5.74,7.07%
2018-10-23,插屏,i6066-插屏,13,0,0.01,0.77,0.00%
2018-10-23,插屏,开心玻璃杯-小米-插屏,"1,444",36,3.53,2.44,2.49%
2018-10-23,开屏,开心玻璃杯-oppo-开屏,60,4,0.41,6.83,6.67%
2018-10-23,Banner,一球爆破-小米-横幅,164,1,0.08,0.49,0.61%
2018-10-23,插屏,跳弹-阿里云-插屏-新,0,0,0.00,0.00,0.00%
2018-10-23,插屏,皮皮虾我们走-oppo-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,贪吃蛇大战2048-九游-开屏,11,0,0.01,0.91,0.00%
2018-10-23,Banner,十字绣-vivo-横幅,"18,543",62,9.11,0.49,0.33%
2018-10-23,开屏,滑稽大冒险-开屏,32,3,0.25,7.81,9.38%
2018-10-23,开屏,线条飞跃-魅族-开屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,奇妙的森林-金立游戏-开屏,8,1,0.13,16.25,12.50%
2018-10-23,原生,疯狂投篮-通用-退出广告-自,15,0,0.02,1.33,0.00%
2018-10-23,开屏,指尖陀螺-oppo-开屏,556,23,1.23,2.21,4.14%
2018-10-23,插屏,飞刀射击-vivo-插屏,"1,024",41,5.70,5.57,4.00%
2018-10-23,Banner,吃鸡大英雄-联想-横幅,9,0,0.00,0.00,0.00%
2018-10-23,开屏,开心玻璃杯-vivo-开屏,"12,729",695,90.27,7.09,5.46%
2018-10-23,Banner,保护气球-4399-横幅,300,2,0.20,0.67,0.67%
2018-10-23,开屏,欢乐打豆豆-魅族-开屏,43,4,0.57,13.26,9.30%
2018-10-23,开屏,欢乐打豆豆-魅族-激励开屏,8,1,0.11,13.75,12.50%
2018-10-23,Banner,指尖飞车-应用宝-横幅,5,0,0.00,0.00,0.00%
2018-10-23,Banner,欢乐打豆豆-应用宝-横幅,"4,376",17,1.68,0.38,0.39%
2018-10-23,开屏,寻光-百度-开屏,32,1,0.16,5.00,3.13%
2018-10-23,Banner,贪吃蛇大战2048-vivo-横幅,"2,132",15,1.97,0.92,0.70%
2018-10-23,插屏,贪吃蛇大战2048-华为-插屏,18,7,0.49,27.22,38.89%
2018-10-23,插屏,红心大战接龙-金立游戏-插屏,439,11,0.60,1.37,2.51%
2018-10-23,插屏,指尖飞车-应用宝-插屏,31,1,0.08,2.58,3.23%
2018-10-23,Banner,指尖陀螺-oppo-横幅,"1,472",5,0.29,0.20,0.34%
2018-10-23,Banner,疯狂投篮-vivo-横幅,"2,728",104,13.57,4.97,3.81%
2018-10-23,Banner,纽扣的游戏-联想-横幅,12,0,0.00,0.00,0.00%
2018-10-23,Banner,开心玻璃杯-小米-横幅,"1,696",1,0.16,0.09,0.06%
2018-10-23,开屏,飞刀射击-oppo-开屏,"1,442",119,14.59,10.12,8.25%
2018-10-23,插屏,贪吃蛇大战2048-三星-插屏,347,28,2.20,6.34,8.07%
2018-10-23,开屏,线条飞跃-联想-开屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,六角拼拼-oppo-插屏,828,33,2.98,3.60,3.99%
2018-10-23,Banner,球球跳-vivo-横幅,"6,517",47,6.57,1.01,0.72%
2018-10-23,插屏,贪吃蛇大战2048-九游-插屏,10,1,0.08,8.00,10.00%
2018-10-23,Banner,面条滑溜溜-oppo-横幅,"3,539",9,1.18,0.33,0.25%
2018-10-23,插屏,欢乐打豆豆-三星-插屏,5,0,0.01,2.00,0.00%
2018-10-23,Banner,贪吃蛇大战20484399-banner,273,1,0.01,0.04,0.37%
2018-10-23,插屏,十字绣-联想-插屏,72,5,0.54,7.50,6.94%
2018-10-23,插屏,一球爆破-小米-插屏,178,5,0.60,3.37,2.81%
2018-10-23,Banner,奇侠怪招-横幅-新,255,8,0.67,2.63,3.14%
2018-10-23,Banner,十字绣-小米-横幅,"1,311",7,0.98,0.75,0.53%
2018-10-23,开屏,一球爆破-oppo-开屏,408,54,4.70,11.52,13.24%
2018-10-23,插屏,一球爆破-oppo-插屏,979,78,6.04,6.17,7.97%
2018-10-23,原生,跳弹-4399-退出广告-自,3,0,0.00,0.00,0.00%
2018-10-23,开屏,奇妙的森林-4399-开屏,1,0,0.00,0.00,0.00%
2018-10-23,Banner,欢乐打豆豆-通用-横幅,"1,016",4,0.87,0.86,0.39%
2018-10-23,开屏,红心大战接龙-vivo-开屏,"4,262",198,35.89,8.42,4.65%
2018-10-23,Banner,跳弹-通用-横幅,"3,265",8,1.26,0.39,0.25%
2018-10-23,开屏,疯狂投篮-vivo-开屏,375,43,5.42,14.45,11.47%
2018-10-23,插屏,奇侠怪招-插屏-新,4,0,0.00,0.00,0.00%
2018-10-23,Banner,跳弹-阿里云-横幅-新,0,0,0.00,0.00,0.00%
2018-10-23,Banner,面条滑溜溜-小米-横幅,489,8,1.03,2.11,1.64%
2018-10-23,开屏,红心大战接龙-小米-开屏,424,21,3.40,8.02,4.95%
2018-10-23,插屏,球球大战方块-好游-激励插屏,57,2,0.33,5.79,3.51%
2018-10-23,开屏,八分音符酱-小米-开屏,262,26,3.25,12.40,9.92%
2018-10-23,插屏,疯狂投篮-oppo-插屏,"14,742",986,69.75,4.73,6.69%
2018-10-23,Banner,贪吃蛇大战2048-通用-banner,799,12,1.60,2.00,1.50%
2018-10-23,Banner,欢乐球球-tap-横幅,191,2,0.20,1.05,1.05%
2018-10-23,Banner,六角拼拼-oppo-横幅,"5,026",22,2.79,0.56,0.44%
2018-10-23,开屏,吃鸡大英雄-好游-开屏,219,26,1.97,9.00,11.87%
2018-10-23,Banner,八分音符酱-vivo-横幅,"12,277",154,22.51,1.83,1.25%
2018-10-23,开屏,指尖陀螺-努比亚-开屏,12,1,0.24,20.00,8.33%
2018-10-23,插屏,掌上修仙-插屏,0,0,0.00,0.00,0.00%
2018-10-23,开屏,疯狂投篮-应用宝-激励开屏,57,0,0.07,1.23,0.00%
2018-10-23,开屏,球球跳一跳-好游-开屏,1,0,0.00,0.00,0.00%
2018-10-23,插屏,欢乐球球-4399-插屏,280,20,1.29,4.61,7.14%
2018-10-23,Banner,滚动的球球-好游-横幅,2,0,0.00,0.00,0.00%
2018-10-23,插屏,贪吃蛇大战2048-联想-插屏,101,4,0.59,5.84,3.96%
2018-10-23,Banner,六角拼拼-小米-横幅,"3,707",18,2.59,0.70,0.49%
2018-10-23,原生,保护气球-taptap-开屏(原),76,9,1.31,17.24,11.84%
2018-10-23,插屏,贪吃蛇大战2048-通用-插屏,569,36,2.54,4.46,6.33%
2018-10-23,Banner,贪吃蛇大战2048-金立游戏-横幅,54,0,0.00,0.00,0.00%
2018-10-23,Banner,八分音符酱-小米-横幅,864,7,1.29,1.49,0.81%
2018-10-23,插屏,八分音符酱-联想-插屏-新,0,0,0.00,0.00,0.00%
2018-10-23,Banner,疯狂投篮-魅族-横幅1,745,22,2.24,3.01,2.95%
2018-10-23,开屏,面条滑溜溜-联想-开屏,34,2,0.22,6.47,5.88%
2018-10-23,Banner,贪吃蛇大战2048hj-hj-横幅,19,0,0.00,0.00,0.00%
2018-10-23,插屏,地表最强音-魅族-插屏,24,2,0.15,6.25,8.33%
2018-10-23,Banner,红心大战接龙-小米-横幅,"3,582",9,1.34,0.37,0.25%
2018-10-23,开屏,保护气球-360-开屏,254,17,1.24,4.88,6.69%
2018-10-23,插屏,八分音符酱-金立-插屏,0,0,0.00,0.00,0.00%
2018-10-23,插屏,欢乐打豆豆-魅族-插屏,149,3,0.31,2.08,2.01%
2018-10-23,开屏,八分音符酱-努比亚-开屏,34,1,0.22,6.47,2.94%
2018-10-23,开屏,十字绣-vivo-开屏,"1,409",49,7.70,5.46,3.48%
2018-10-23,Banner,球球跳一跳-taptap-横幅,2,1,0.06,30.00,50.00%
2018-10-23,插屏,皮皮虾我们走-联想-插屏,4,0,0.00,0.00,0.00%
2018-10-23,插屏,欢乐球球-联想-插屏,57,4,0.41,7.19,7.02%
2018-10-23,Banner,十字绣-oppo-横幅,"10,618",50,5.52,0.52,0.47%
2018-10-23,Banner,指尖陀螺-努比亚-横幅,62,1,0.08,1.29,1.61%
2018-10-23,开屏,十字绣-金立游戏-激励开屏,60,5,0.40,6.67,8.33%
2018-10-23,开屏,斗图大作战-开屏,9,2,0.40,44.44,22.22%
2018-10-23,插屏,十字绣-应用宝-插屏,"1,055",210,2.26,2.14,19.91%
2018-10-23,开屏,欢乐球球-联想-开屏,26,3,0.34,13.08,11.54%
2018-10-23,插屏,指尖飞车-oppo-插屏,23,1,0.05,2.17,4.35%
